,ap_los,both,competitor_cheapest,competitor_cxr_div,competitor_fare_mean,competitor_fare_std,competitor_min_carrier,competitor_only,competitor_time_max,competitor_time_mean,competitor_time_min,competitor_time_std,cxr_div,file_name,lfe,lfe_fare_difference,ond,overlap,quickest,sabre_cheapest,sabre_cxr_div,sabre_fare_mean,sabre_fare_std,sabre_min_carrier,sabre_only,sabre_time_max,sabre_time_mean_sabre,sabre_time_min,sabre_time_std,search_date
0,15_315_3,150,362.34,3,511.329347826087,122.42076986392256,"{'A5-AF': 647.34, 'AF': 362.34, 'XK': 621.11}",92,1440.0,465.8152173913044,275.0,203.93421312366837,sabre,20180815_AJAPAR_15_3-processed,sabre,0.11823149528067554,AJAPAR,-129.31034482758622,sabre,319.5,2,381.6004347826086,25.766308861308787,"{'AF': 360.34, 'XK': 319.5}",92,1650.0,424.07608695652175,185.0,366.5895160367196,20180815
1,15_715_7,93,360.12,1,491.27223214285704,45.72304559602581,{'AF': 360.12},112,1420.0,459.24107142857144,265.0,225.86790548985311,competitor,20180815_AJAPAR_15_7-processed,sabre,0.005109407975119493,AJAPAR,244.73684210526315,sabre,358.28,2,404.76214285714286,19.44304222240674,"{'AF': 379.02, 'XK': 358.28}",112,1640.0,891.2053571428571,185.0,406.2114821854877,20180815
2,22_1422_14,63,310.92,2,420.10832116788316,36.74720262601317,"{'AF': 310.92, 'XK': 392.08}",137,1015.0,387.22627737226276,190.0,99.15251121828982,tie,20180815_AJAPAR_22_14-processed,sabre,0.2327286761868005,AJAPAR,42.567567567567565,tie,238.56,2,319.5452554744526,17.871248684125042,"{'AF': 262.0, 'XK': 238.56}",137,1640.0,759.5985401459855,190.0,357.30458377424776,20180815
3,22_722_7,66,310.92,1,427.87000000000006,34.5388060927964,{'AF': 310.92},134,750.0,402.53731343283584,190.0,106.35757936068745,competitor,20180815_AJAPAR_22_7-processed,sabre,0.1693040010292038,AJAPAR,48.529411764705884,tie,258.28,2,329.0755970149253,13.185186921396733,"{'AF': 281.72, 'XK': 258.28}",134,1430.0,768.8059701492538,190.0,313.30411077537906,20180815
4,3_2,91,423.12,2,563.0132704402516,109.47772804245527,"{'AF': 423.12, 'XK': 423.12}",159,1630.0,318.1446540880503,190.0,184.83789807020773,tie,20180815_AJAPAR_3_2-processed,sabre,0.2950463225562489,AJAPAR,66.91176470588235,sabre,298.28,2,392.081320754717,28.839946894059317,"{'AF': 321.72, 'XK': 298.28}",159,3070.0,1062.8930817610062,185.0,700.505103399357,20180815
5,8_2,111,428.12,3,521.9074820143886,84.10789323531633,"{'A5-AF': 592.35, 'AF': 450.12, 'XK': 428.12}",139,805.0,351.8705035971223,190.0,162.4520814312293,sabre,20180815_AJAPAR_8_2-processed,sabre,0.3266373913855929,AJAPAR,198.21428571428572,sabre,288.28,2,346.28345323741,38.24524348018071,"{'AF': 311.72, 'XK': 288.28}",139,1705.0,569.0647482014389,185.0,475.31971252055655,20180815
6,8_7,97,368.12,2,504.7367320261438,96.20781226369238,"{'AF': 388.55, 'XK': 368.12}",153,495.0,332.32026143790847,190.0,101.63632623455806,tie,20180815_AJAPAR_8_7-processed,sabre,0.32554601760295554,AJAPAR,86.60714285714286,sabre,248.28,2,305.324183006536,29.748095950001556,"{'AF': 253.94, 'XK': 248.28}",153,2035.0,737.5163398692811,185.0,455.53399989484814,20180815
7,15_3,75,980.87,2,997.3033606557378,11.599251586761318,"{'AT': 988.75, 'IB': 980.87}",122,3220.0,1966.5573770491803,885.0,585.7520002284035,competitor,20180815_ALGPAR_15_3-processed,sabre,0.25866832505836657,ALGPAR,79.7872340425532,sabre,727.15,9,1102.3326229508198,246.0931322759614,"{'AF-AH-AZ-UX': 727.15, 'AF-AH-KQ-UX': 1330.47, 'AF-AH-UX': 784.34, 'AH-KQ-UX': 1319.47, 'AH-UX': 1318.83, 'AT': 917.27, 'IB': 934.1, 'TK': 1531.29, 'VY': 1135.75}",122,2870.0,1206.844262295082,575.0,685.2610652966027,20180815
8,15_7,109,988.75,3,991.9962637362636,3.5822654682792425,"{'AT': 988.75, 'IB': 988.75, 'VY': 989.89}",91,3230.0,2015.3296703296703,1270.0,541.0847141508139,competitor,20180815_ALGPAR_15_7-processed,sabre,0.26457648546144125,ALGPAR,-302.77777777777777,sabre,727.15,8,1147.4090109890108,245.51509615072527,"{'AF-AH-AZ-UX': 727.15, 'AF-AH-KQ-UX': 1330.47, 'AF-AH-UX': 784.34, 'AH-KQ-UX': 1319.47, 'AH-UX': 1318.83, 'AT': 1032.27, 'TK': 1531.29, 'VY': 1030.75}",91,2695.0,975.3296703296703,575.0,584.7790666367571,20180815
9,22_1422_14,103,304.89,14,718.4821100917434,219.45417501945417,"{'5O': 342.13, '5O-AH': 795.49, 'AF': 620.13, 'AF-AH': 756.75, 'AF-AH-AZ': 722.56, 'AF-AZ': 675.94, 'AH': 486.37, 'AH-LH': 1091.74, 'AT': 829.27, 'AZ': 304.89, 'IB': 384.19, 'LH': 482.97, 'TK': 856.19, 'VY': 484.75}",109,2055.0,522.0642201834862,270.0,425.3931792456148,sabre,20180815_ALGPAR_22_14-processed,sabre,0.05293712486470526,ALGPAR,792.3076923076923,competitor,288.75,10,425.5556363636364,214.31053374140782,"{'AF-AH': 1169.57, 'AF-KQ': 1181.69, 'AH-KQ': 1199.57, 'AZ': 449.89, 'BA-IB': 370.64, 'IB': 308.75, 'LH': 456.97, 'TK': 700.19, 'TU': 433.43, 'VY': 288.75}",110,2955.0,1376.0,275.0,539.7951531270446,20180815
10,22_722_7,106,304.89,14,724.6944545454548,227.53370347618753,"{'5O': 342.13, '5O-AH': 795.49, 'AF': 697.13, 'AF-AH': 756.75, 'AF-AH-AZ': 722.56, 'AF-AZ': 675.94, 'AH': 486.37, 'AH-LH': 1091.74, 'AT': 763.27, 'AZ': 304.89, 'IB': 384.19, 'LH': 482.97, 'TK': 802.19, 'VY': 484.75}",110,2180.0,543.8181818181819,270.0,455.52466336351506,sabre,20180815_ALGPAR_22_7-processed,competitor,-0.03089638886155668,ALGPAR,1325.0,competitor,314.31,11,494.97381818181816,228.5118684849843,"{'AF-AH': 1169.57, 'AF-KQ': 1181.69, 'AH-KQ': 1199.57, 'AT': 709.27, 'AZ': 449.89, 'BA-IB': 403.64, 'IB': 314.31, 'LH': 456.97, 'TK': 675.19, 'TU': 433.43, 'VY': 334.89}",110,2970.0,1463.6363636363637,275.0,625.6907775605058,20180815
11,3_23_2,143,278.01,9,672.515671641791,158.7296906619808,"{'5O-AH': 798.01, 'AF': 558.13, 'AF-AH': 851.49, 'AH': 383.34, 'AZ': 621.89, 'IB': 507.51, 'LH': 537.97, 'SF': 278.01, 'VY': 666.89}",67,1180.0,416.64179104477614,270.0,214.34605986246106,sabre,20180815_ALGPAR_3_2-processed,sabre,0.02399194273587287,ALGPAR,-94.07894736842105,competitor,271.34,7,457.5646268656716,265.35947342681897,"{'AF': 343.08, 'AF-AH': 1129.01, 'AH': 271.34, 'AH-KQ': 1199.57, 'AZ': 306.89, 'IB': 461.79, 'LH': 508.74}",67,2550.0,815.0746268656717,275.0,653.4752624153984,20180815
12,8_28_2,128,735.08,3,1058.5322500000002,111.8511111738403,"{'AF': 735.08, 'TK': 1068.19, 'VY': 988.75}",80,2560.0,1672.8125,280.0,597.1937771249035,tie,20180815_ALGPAR_8_2-processed,competitor,-0.281887685694074,ALGPAR,-133.33333333333334,competitor,942.29,3,1066.709625,93.44462689097915,"{'AF-AH-AZ': 1161.43, 'AF-AZ': 1040.03, 'TK': 942.29}",80,3130.0,1887.0625,1110.0,536.8117871083691,20180815
13,8_78_7,36,632.89,3,967.5744705882353,66.72353671301614,"{'AF': 697.13, 'AZ': 632.89, 'VY': 968.75}",170,2720.0,1245.3529411764705,280.0,320.99262488098486,tie,20180815_ALGPAR_8_7-processed,competitor,-0.25818072650855595,ALGPAR,13.382899628252789,competitor,796.29,3,1028.5765497076025,104.05745409216539,"{'AF-AH-AZ': 1066.43, 'AF-AZ': 1041.08, 'TK': 796.29}",171,3215.0,2026.842105263158,1165.0,468.37858453606987,20180815
14,15_315_3,89,280.98,3,331.972327586207,14.097930181583308,"{'AZ': 301.82, 'LH': 339.82, 'LH-LX': 280.98}",116,2775.0,1647.198275862069,630.0,488.3291338365173,competitor,20180815_ATHPAR_15_3-processed,competitor,-0.0866609723111964,ATHPAR,164.8148148148148,sabre,305.33,10,429.59482758620675,143.46884898961446,"{'0B-A3': 1035.77, 'A3': 513.08, 'A3-AF': 1407.67, 'AF': 387.53, 'JU': 438.85, 'LH': 305.33, 'LH-LX': 345.23, 'LH-OS': 329.19, 'LX': 364.79, 'OS': 357.71}",116,2620.0,1287.9310344827586,390.0,630.4725863659105,20180815
15,15_715_7,93,301.82,4,337.0514414414415,17.574507407908502,"{'AF-KL': 356.12, 'AZ': 301.82, 'LH': 341.57, 'LH-OS': 339.09}",111,3060.0,1506.7567567567567,615.0,542.2196169654073,competitor,20180815_ATHPAR_15_7-processed,competitor,-0.08458683983831433,ATHPAR,258.3333333333333,sabre,327.35,10,451.126126126126,166.507923246756,"{'0B-A3': 931.77, 'A3': 513.08, 'A3-AF': 1407.67, 'AF': 334.53, 'JU': 438.85, 'LH': 327.35, 'LH-LX': 345.23, 'LH-OS': 399.19, 'LX': 394.79, 'OS': 417.71}",111,2610.0,1192.3423423423424,390.0,613.2624456061427,20180815
16,22_14,86,239.39,7,283.05049586776863,17.415610662622957,"{'AF-KL': 282.82, 'AZ': 300.82, 'JU': 297.6, 'KL': 285.51, 'LH': 290.56, 'LH-LX': 239.83, 'LX': 239.39}",121,3270.0,2040.9917355371902,800.0,479.3957219922419,competitor,20180815_ATHPAR_22_14-processed,sabre,0.15238731776598852,ATHPAR,122.85714285714286,sabre,202.91,16,363.15115702479335,166.46368163050903,"{'A3': 278.08, 'A3-AF': 1407.67, 'AF': 321.53, 'AF-KL': 402.91, 'AZ': 342.07, 'JU': 399.99, 'KL': 202.91, 'LH': 260.04, 'LH-LX': 255.23, 'LX': 284.79, 'OS': 457.71, 'PC': 423.81, 'PS': 295.07, 'RO': 413.78, 'SK': 437.71, 'TK': 468.66}",121,2980.0,1364.8347107438017,390.0,745.6344987895369,20180815
17,22_7,83,239.39,4,283.0253658536586,13.475327684977207,"{'AF-KL': 264.82, 'LH': 280.42, 'LH-LX': 259.83, 'LX': 239.39}",123,2665.0,1807.2764227642276,795.0,401.4840564135911,competitor,20180815_ATHPAR_22_7-processed,sabre,0.15238731776598852,ATHPAR,103.75,sabre,202.91,16,357.0977235772357,181.64937460606745,"{'A3': 278.08, 'A3-AF': 1407.67, 'AF': 296.53, 'AZ': 300.07, 'JU': 281.85, 'KL': 202.91, 'LH': 265.33, 'LH-LX': 235.89, 'LX': 284.79, 'LX-OS': 328.75, 'OS': 387.71, 'PC': 423.81, 'PS': 325.07, 'RO': 429.1, 'SK': 437.71, 'TK': 498.49}",123,3210.0,1304.1463414634147,390.0,766.2685580126595,20180815
18,3_23_2,84,310.98,4,352.8883870967743,15.795349597970553,"{'LH': 313.1, 'LH-LX': 310.98, 'LH-OS': 346.09, 'LX': 361.69}",124,3145.0,1777.3790322580646,1065.0,497.7814453770424,competitor,20180815_ATHPAR_3_2-processed,sabre,0.005755997170236093,ATHPAR,105.0,sabre,309.19,15,519.8921774193548,263.20801872209466,"{'0B-A3': 967.77, 'A3': 376.08, 'A3-AF': 1407.67, 'AF': 497.98, 'AZ': 460.08, 'EI': 927.02, 'JU': 570.85, 'KL': 377.91, 'LH': 360.04, 'LH-LX': 330.6, 'LH-OS': 309.19, 'LX': 344.79, 'OS': 422.71, 'RO': 532.78, 'SK': 575.02}",124,3110.0,1239.0725806451612,390.0,657.673395768925,20180815
19,8_28_2,48,306.35,3,349.96878205128206,10.108744240504537,"{'LH': 319.62, 'LH-LX': 306.35, 'LH-OS': 361.46}",156,2780.0,1932.2435897435898,1005.0,454.57044412095354,competitor,20180815_ATHPAR_8_2-processed,competitor,-0.06221641912844786,ATHPAR,22.22222222222222,sabre,325.41,14,424.4495512820513,140.44153744687685,"{'0B-A3': 941.77, 'A3': 446.62, 'A3-AF': 1407.67, 'AF': 350.53, 'AZ': 430.07, 'IB': 460.21, 'JU': 420.85, 'LH': 325.41, 'LH-LX': 375.23, 'LH-OS': 374.56, 'LX': 374.79, 'OS': 422.71, 'RO': 532.78, 'SK': 552.71}",156,2795.0,987.9807692307693,390.0,545.4997054628441,20180815
20,8_78_7,85,313.82,3,333.31575,10.727220513114043,"{'AZ': 313.82, 'LH': 326.12, 'LH-LX': 327.5}",120,3060.0,1842.9166666666667,1020.0,460.89180238034237,competitor,20180815_ATHPAR_8_7-processed,competitor,-0.021604741571601648,ATHPAR,121.42857142857143,sabre,320.6,15,459.8637499999999,218.82807311133013,"{'0B-A3': 992.77, 'A3': 446.62, 'A3-AF': 1407.67, 'AF': 346.87, 'AZ': 344.08, 'IB': 440.59, 'JU': 385.85, 'LH': 330.7, 'LH-LX': 320.6, 'LH-OS': 374.56, 'LX': 364.79, 'OS': 427.71, 'RO': 532.78, 'SK': 611.71, 'TK': 671.49}",120,2530.0,936.5,400.0,452.5829697832378,20180815
21,15_315_3,76,235.71,7,307.9118897637796,34.277299483659924,"{'AF': 351.15, 'IB': 283.86, 'LH': 315.14, 'LX': 235.71, 'SK': 412.39, 'UX': 391.25, 'VY': 338.01}",127,2830.0,305.90551181102364,210.0,417.6077074843462,competitor,20180815_BCNPAR_15_3-processed,sabre,0.04327351406389214,BCNPAR,74.50980392156863,tie,225.51,8,257.72393700787404,24.593849281318104,"{'AF-KL': 282.94, 'IB': 232.25, 'KL': 282.63, 'LH': 262.59, 'LH-LX': 231.15, 'LX': 225.51, 'UX': 233.1, 'VY': 302.25}",127,3005.0,1516.2992125984251,210.0,721.1287483286475,20180815
22,15_715_7,70,242.39,6,307.84038461538466,18.1786504135669,"{'AF': 326.0, 'AF-KL': 242.39, 'IB': 271.86, 'LH': 285.14, 'UX': 325.15, 'VY': 318.01}",130,795.0,288.7307692307692,210.0,170.6614032222614,competitor,20180815_BCNPAR_15_7-processed,sabre,0.1523165147077024,BCNPAR,58.333333333333336,competitor,205.47,8,247.5249230769231,20.25515148355953,"{'AF-KL': 264.94, 'IB': 232.25, 'KL': 282.63, 'LH': 239.39, 'LH-LX': 207.95, 'LX': 225.51, 'LX-OS': 205.47, 'UX': 240.21}",130,3120.0,1281.7692307692307,215.0,656.9688621750812,20180815
23,22_14,89,189.56,5,219.12837837837836,9.814274811401507,"{'AF-KL': 204.56, 'IB': 199.56, 'LH-LX': 189.56, 'LX-OS': 220.07, 'VY': 225.71}",111,765.0,259.86486486486484,210.0,139.04783261273715,competitor,20180815_BCNPAR_22_14-processed,sabre,0.22320109727790674,BCNPAR,202.27272727272728,tie,147.25,11,196.20612612612612,24.952280426707265,"{'AF': 147.25, 'AZ': 241.79, 'IB': 176.11, 'KL': 238.63, 'LH': 189.98, 'LH-LX': 170.63, 'LX': 179.67, 'LX-OS': 225.47, 'OS': 264.43, 'UX': 233.1, 'VY': 192.25}",111,2375.0,920.8108108108108,210.0,588.6546836723008,20180815
24,22_722_7,52,181.4,5,225.0291216216216,11.19883891752863,"{'IB': 204.56, 'LH': 233.99, 'LH-LX': 181.4, 'LX-OS': 220.07, 'VY': 225.71}",148,805.0,299.4932432432432,210.0,185.6691702204817,competitor,20180815_BCNPAR_22_7-processed,sabre,0.142723263506064,BCNPAR,27.083333333333332,competitor,155.51,10,199.3785810810811,19.68179479296268,"{'AF': 212.25, 'IB': 187.25, 'KL': 221.63, 'LH': 189.98, 'LH-LX': 161.15, 'LX': 155.51, 'LX-OS': 237.61, 'OS': 224.43, 'UX': 199.67, 'VY': 192.25}",148,2500.0,1054.8648648648648,215.0,583.7079300477781,20180815
25,3_23_2,90,291.22,8,357.33285714285716,29.01434736099545,"{'AF': 335.0, 'AF-KL': 380.84, 'IB': 330.01, 'LH-OS': 326.49, 'LX': 393.51, 'LX-OS': 291.22, 'OS': 310.18, 'VY': 433.11}",119,1980.0,301.5966386554622,210.0,322.61309459190414,competitor,20180815_BCNPAR_3_2-processed,sabre,0.05408282398186937,BCNPAR,155.17241379310346,tie,275.47,10,345.6737815126051,53.51795907967299,"{'AF-KL': 333.94, 'IB': 301.21, 'KL': 372.63, 'LH': 350.5, 'LH-OS': 280.11, 'LX': 325.51, 'LX-OS': 275.47, 'OS': 334.43, 'UX': 418.96, 'VY': 415.11}",119,1875.0,983.6974789915967,210.0,504.04443163414396,20180815
26,8_28_2,57,236.67,7,356.81275167785236,47.06969844785181,"{'AF': 364.15, 'IB': 303.86, 'LH': 283.71, 'LH-LX': 236.67, 'LX': 383.51, 'SK': 423.39, 'VY': 433.11}",149,2510.0,394.0268456375839,210.0,511.0246324299035,competitor,20180815_BCNPAR_8_2-processed,competitor,-0.14023746144420512,BCNPAR,30.97826086956522,competitor,269.86,10,331.0924161073826,61.85997989849255,"{'AF-KL': 290.94, 'AZ': 416.79, 'DY': 425.39, 'IB': 269.86, 'KL': 300.63, 'LH': 339.39, 'LH-LX': 300.86, 'LX': 285.51, 'UX': 407.1, 'VY': 415.11}",149,3145.0,1213.456375838926,215.0,733.7093142937272,20180815
27,8_78_7,44,282.85,4,302.08410256410264,15.085864131986852,"{'AF': 315.0, 'AF-KL': 282.85, 'IB': 283.86, 'KL': 338.38}",156,685.0,235.92948717948718,210.0,81.80386552736483,competitor,20180815_BCNPAR_8_7-processed,sabre,0.11663425844086975,BCNPAR,19.642857142857142,tie,249.86,11,350.16083333333336,64.24649716027785,"{'AF-KL': 287.94, 'AZ': 344.79, 'DY': 414.39, 'IB': 249.86, 'KL': 312.63, 'LH': 349.39, 'LH-OS': 339.82, 'LX': 319.67, 'OS': 544.43, 'UX': 367.1, 'VY': 415.11}",156,2660.0,1025.320512820513,210.0,529.3970031378608,20180815
28,15_315_3,65,267.07,4,296.48955555555557,11.504803530639142,"{'EW-LX': 299.49, 'LH-LX': 267.07, 'LX': 280.48, 'LX-OS': 295.44}",135,2365.0,1368.3703703703704,465.0,418.0479823338989,competitor,20180815_BERPAR_15_3-processed,sabre,0.09068783465009174,BERPAR,46.42857142857143,sabre,242.85,6,283.82340740740744,38.06420648284425,"{'AF': 333.47, 'LH': 297.29, 'LH-LX': 242.85, 'LX': 249.73, 'OS': 369.65, 'SK': 326.27}",135,1995.0,1012.7407407407408,205.0,467.3942208202447,20180815
29,15_715_7,80,193.92,7,271.9279166666667,51.93668745719744,"{'AF-KL': 193.92, 'EW-LH': 312.93, 'EW-LX': 297.49, 'EW-OS': 297.45, 'LH': 310.36, 'LH-LX': 310.92, 'LH-OS': 310.88}",120,715.0,512.7083333333334,315.0,88.32687532547445,tie,20180815_BERPAR_15_7-processed,sabre,0.11221122112211217,BERPAR,100.0,competitor,172.16,7,258.63283333333334,43.65129911690873,"{'AF-KL': 172.16, 'D8': 306.38, 'LH': 297.29, 'LX': 239.73, 'LX-OS': 239.69, 'OS': 329.65, 'SK': 306.27}",120,1900.0,1206.75,320.0,445.18839841580956,20180815
30,22_1422_14,83,197.61,10,249.0611764705883,17.02694863914611,"{'AF': 217.92, 'AF-KL': 197.61, 'EW-LH': 266.61, 'EW-LX': 247.34, 'LH': 241.89, 'LH-LX': 211.3, 'LH-OS': 242.41, 'LX': 249.33, 'LX-OS': 224.29, 'OS': 264.25}",119,855.0,551.6806722689075,205.0,121.30867846420001,sabre,20180815_BERPAR_22_14-processed,sabre,0.1354182480643693,BERPAR,115.27777777777777,competitor,170.85,7,209.54966386554628,21.198802649780987,"{'AF': 285.47, 'KL': 170.85, 'LH': 197.29, 'LH-OS': 212.81, 'LX': 184.73, 'OS': 234.65, 'SK': 243.27}",119,2200.0,899.6638655462185,210.0,339.4117113255388,20180815
31,22_722_7,80,211.3,9,251.16733333333337,21.605554261008287,"{'AF': 322.22, 'AZ': 293.76, 'EW-LH': 266.61, 'EW-OS': 247.3, 'LH': 241.89, 'LH-LX': 211.3, 'LH-OS': 224.73, 'LX-OS': 224.29, 'OS': 254.25}",135,1640.0,569.8148148148148,205.0,137.07418109245424,sabre,20180815_BERPAR_22_7-processed,sabre,0.12593469001419788,BERPAR,72.72727272727273,tie,184.69,8,238.53488888888896,73.39288305675889,"{'AF': 316.47, 'DY': 281.17, 'LH': 194.61, 'LH-OS': 195.13, 'LX': 184.73, 'LX-OS': 184.69, 'OS': 209.65, 'SK': 277.27}",135,2100.0,932.1851851851852,205.0,418.8366116298453,20180815
32,3_23_2,52,279.76,3,336.48736842105257,63.084124429604216,"{'AF': 434.47, 'AF-KL': 279.76, 'SK': 434.47}",38,2120.0,429.3421052631579,205.0,359.3973391226221,sabre,20180815_BERPAR_3_2-processed,sabre,0.19516728624535315,BERPAR,-185.71428571428572,competitor,225.16,1,250.13368421052633,8.499560694864766,{'AF-KL': 225.16},38,1475.0,811.1842105263158,350.0,272.58877604376073,20180815
33,8_28_2,95,238.61,6,290.9672380952381,34.87650290379663,"{'AF-KL': 238.61, 'EW': 327.23, 'EW-LH': 355.08, 'EW-LX': 355.64, 'KL': 319.6, 'LH': 366.51}",105,1055.0,470.04761904761904,310.0,126.36085239628221,competitor,20180815_BERPAR_8_2-processed,sabre,0.1946691253509912,BERPAR,475.0,competitor,192.16,7,260.3030476190476,101.74254724287606,"{'AF-KL': 192.16, 'EI': 820.87, 'KL': 258.85, 'LH': 297.29, 'LX': 349.73, 'OS': 384.65, 'SK': 379.44}",105,2415.0,773.5714285714286,315.0,420.47461409566824,20180815
34,8_78_7,91,251.76,6,325.98724770642207,22.241794528234934,"{'AF-KL': 251.76, 'EW-OS': 308.03, 'LH': 336.51, 'LH-LX': 337.07, 'LX': 336.63, 'LX-OS': 336.59}",109,950.0,566.1926605504588,375.0,120.26763958280254,sabre,20180815_BERPAR_8_7-processed,competitor,-0.18084683825865916,BERPAR,252.77777777777777,competitor,297.29,5,322.4261467889909,15.287529831487609,"{'LH': 297.29, 'LH-OS': 320.13, 'LX': 319.73, 'OS': 354.65, 'SK': 356.27}",109,2065.0,850.4128440366973,395.0,430.40147517579817,20180815
35,15_315_3,149,123.98,3,373.1578431372548,157.60204922923717,"{'A5': 123.98, 'A5-AF': 269.71, 'AF': 346.41}",51,1630.0,450.19607843137254,145.0,431.26321519961994,sabre,20180815_BESPAR_15_3-processed,competitor,-0.7997257622197128,BESPAR,-76.0204081632653,competitor,223.13,2,408.1962745098038,140.95762104917608,"{'AF': 223.13, 'BA': 603.53}",51,2285.0,1000.0980392156863,150.0,451.5002659977937,20180815
36,15_715_7,142,123.98,3,398.5214705882353,179.3301648903389,"{'A5': 123.98, 'A5-AF': 232.21, 'AF': 315.15}",68,1630.0,393.97058823529414,145.0,365.34338664715557,sabre,20180815_BESPAR_15_7-processed,competitor,-0.6787385062106791,BESPAR,-95.94594594594595,tie,208.13,1,306.80602941176477,24.42310376328033,{'AF': 208.13},68,3055.0,1365.8823529411766,145.0,722.8286791387195,20180815
37,22_14,151,110.48,2,177.08612244897958,44.11573509041901,"{'A5': 110.48, 'AF': 253.56}",49,1630.0,691.2244897959183,140.0,598.5394816170624,sabre,20180815_BESPAR_22_14-processed,competitor,-0.11450036205648073,BESPAR,-74.01960784313725,competitor,123.13,1,296.2038775510204,112.74959158862333,{'AF': 123.13},49,2720.0,1085.8163265306123,145.0,925.534387832902,20180815
38,22_722_7,149,110.48,3,197.27192307692314,43.56596657125932,"{'A5': 110.48, 'A5-AF': 237.21, 'AF': 258.45}",52,1630.0,811.25,140.0,626.2061890276002,sabre,20180815_BESPAR_22_7-processed,competitor,-0.3860427226647356,BESPAR,-76.80412371134021,tie,153.13,1,271.11365384615385,67.87277695139278,{'AF': 153.13},52,2555.0,724.5192307692307,140.0,636.9429589502182,20180815
39,3_23_2,73,337.18,2,411.1659523809523,59.49816156452778,"{'A5': 337.18, 'AF': 389.82}",42,1650.0,601.0714285714286,145.0,448.9602292591695,sabre,20180815_BESPAR_3_2-processed,competitor,-0.008096565632599853,BESPAR,-117.74193548387096,tie,339.91,1,406.4783333333334,25.70753993188756,{'AF': 339.91},42,2800.0,1104.404761904762,145.0,927.3258184884683,20180815
40,8_2,39,304.98,2,380.31721311475405,40.57508398558353,"{'A5': 304.98, 'AF': 379.46}",61,1705.0,1265.0819672131147,135.0,573.7083258672467,sabre,20180815_BESPAR_8_2-processed,sabre,0.1044330775788577,BESPAR,88.63636363636364,competitor,273.13,1,428.43098360655733,30.775288718110513,{'AF': 273.13},61,2760.0,1043.9344262295083,140.0,608.9219399576177,20180815
41,8_78_7,78,110.48,3,374.2134545454543,148.00479220492454,"{'A5': 110.48, 'A5-AF': 237.21, 'AF': 379.18}",55,2170.0,420.45454545454544,140.0,464.2250339596973,sabre,20180815_BESPAR_8_7-processed,competitor,-0.8386133236784937,BESPAR,-169.56521739130434,competitor,203.13,1,328.22345454545444,26.680830212121982,{'AF': 203.13},55,1630.0,1034.5454545454545,145.0,411.78728858935295,20180815
42,15_315_3,134,353.92,3,538.8679999999999,118.99843371376414,"{'A5-AF': 716.63, 'AF': 353.92, 'XK': 600.87}",80,930.0,429.375,260.0,129.76945233564666,sabre,20180815_BIAPAR_15_3-processed,sabre,0.11019439421338155,BIAPAR,-124.07407407407408,sabre,314.92,2,362.70275000000004,21.908594404878382,"{'AF': 314.92, 'XK': 319.5}",80,1640.0,560.875,185.0,415.8419665440713,20180815
43,15_715_7,146,455.92,1,472.77018518518514,9.459963797996217,{'AF': 455.92},54,720.0,403.05555555555554,270.0,106.22340584676023,competitor,20180815_BIAPAR_15_7-processed,sabre,0.2527197753991929,BIAPAR,-79.34782608695652,sabre,340.7,2,386.92462962962975,22.073704471735617,"{'AF': 340.7, 'XK': 358.28}",54,1630.0,669.4444444444445,185.0,390.5338226923075,20180815
44,22_1422_14,88,304.51,1,388.9708035714285,22.642401113337883,{'AF': 304.51},112,1160.0,396.38392857142856,270.0,106.73535897957787,competitor,20180815_BIAPAR_22_14-processed,sabre,0.1518176742964107,BIAPAR,183.33333333333334,sabre,258.28,2,299.7583928571429,14.08354567057187,"{'AF': 272.7, 'XK': 258.28}",112,1420.0,906.1607142857143,190.0,274.5938705762453,20180815
45,22_722_7,104,364.71,1,393.6416666666667,14.755000912566034,{'AF': 364.71},96,685.0,425.625,270.0,98.15468458134414,competitor,20180815_BIAPAR_22_7-processed,sabre,0.29182089879630396,BIAPAR,-650.0,sabre,258.28,2,312.9085416666666,12.952330087400586,"{'AF': 281.72, 'XK': 258.28}",96,1420.0,912.8645833333334,190.0,271.9449874627961,20180815
46,3_2,134,439.42,2,561.0920689655172,46.860686007286134,"{'A5-AF': 471.64, 'AF': 439.42}",116,1105.0,389.4396551724138,195.0,181.28019574767356,tie,20180815_BIAPAR_3_2-processed,sabre,0.32119612216103055,BIAPAR,-372.22222222222223,sabre,298.28,2,379.91948275862075,30.967839470477518,"{'AF': 321.72, 'XK': 298.28}",116,2380.0,852.5431034482758,185.0,625.6518325053011,20180815
47,8_28_2,150,423.85,2,443.0659210526316,12.011102106260584,"{'A5-AF': 447.53, 'AF': 423.85}",76,705.0,402.69736842105266,270.0,102.50021394928463,tie,20180815_BIAPAR_8_2-processed,sabre,0.3198537218355551,BIAPAR,-101.35135135135135,sabre,288.28,2,322.80763157894734,40.512721454490354,"{'AF': 311.72, 'XK': 288.28}",76,220.0,195.39473684210526,185.0,8.317177321452949,20180815
