,0
Baggage_sabre,35.25500647913943
Seats_sabre,19.155618177805692
Meals_sabre,13.373622829205358
Seats_travelport,11.256160841099813
Baggage_travelport,9.460109438040753
Meals_travelport,2.4462288013309115
