2020-04-17 18:43:07.638129|4624
2020-04-17 18:43:12.665922|4626
2020-04-17 18:44:12.891835|4594
2020-04-17 18:45:13.039944|4600
2020-04-17 18:46:13.020682|4591
2020-04-17 18:47:13.022035|4583
2020-04-17 18:48:13.465586|4594
2020-04-17 18:49:12.886040|4580
2020-04-17 18:50:13.057882|4568
2020-04-17 18:51:13.013343|4571
2020-04-17 18:52:12.858839|4577
2020-04-17 18:53:12.825408|4556
2020-04-17 18:54:12.875049|4568
2020-04-17 18:55:12.986352|4556
2020-04-17 18:55:56.786457|4575
2020-04-17 19:05:58.645605|4535
2020-04-17 19:15:57.766333|4565
2020-04-17 19:25:56.850391|4511
2020-04-17 19:35:56.923713|4503
2020-04-17 19:45:56.894744|4439
2020-04-17 19:55:56.935808|4343
2020-04-17 19:57:31.177750|4345
2020-04-17 19:57:32.227389|4345
2020-04-17 19:57:33.135479|4345
2020-04-17 19:57:34.157713|4342
2020-04-17 19:57:35.121636|4341
2020-04-17 19:57:36.275468|4342
2020-04-17 19:57:37.140365|4345
2020-04-17 19:57:38.287139|4348
2020-04-17 19:57:39.176242|4348
2020-04-17 19:57:40.222955|4348
2020-04-17 19:57:41.291979|4348
2020-04-17 19:57:42.153792|4348
2020-04-17 19:57:43.213179|4348
2020-04-17 19:57:44.278934|4348
2020-04-17 19:57:45.238446|4348
2020-04-17 19:57:46.297520|4348
2020-04-17 19:57:48.467942|4350
2020-04-17 19:57:49.560682|4349
2020-04-17 19:57:50.521759|4350
2020-04-17 19:57:50.629130|4350
2020-04-17 19:57:52.325583|4350
2020-04-17 19:57:52.848966|4350
2020-04-17 19:57:54.744052|4351
2020-04-17 19:57:55.427841|4352
2020-04-17 19:57:56.716191|4351
2020-04-17 19:57:56.742769|4350
2020-04-17 19:57:57.440188|4352
2020-04-17 19:57:58.553317|4352
