2020-05-25 21:16:05.825151,1.4193601,1.4193749,0.0000 secs,'move1'
2020-05-25 21:16:05.828149,1.4223721,1.4223879,0.0000 secs,'move2'
2020-05-25 21:16:05.831151,1.4254562,1.4254622,0.0000 secs,'move1'
2020-05-25 21:16:05.833152,1.4278262,1.4278392,0.0000 secs,'move2'
2020-05-25 21:16:05.865532,1.459253,1.4592615,0.0000 secs,'move1'
2020-05-25 21:16:05.868385,1.4619431,1.4619549,0.0000 secs,'move2'
2020-05-25 21:16:05.901418,1.4956042,1.4956135,0.0000 secs,'move1'
2020-05-25 21:16:05.904381,1.4984122,1.4984233,0.0000 secs,'move2'
2020-05-25 21:16:05.933614,1.5273782,1.527388,0.0000 secs,'move1'
2020-05-25 21:16:05.936691,1.5303131,1.5303269,0.0000 secs,'move2'
2020-05-25 21:16:05.968693,1.5628265,1.5628347,0.0000 secs,'move1'
2020-05-25 21:16:05.971692,1.5653747,1.5653847,0.0000 secs,'move2'
2020-05-25 21:16:06.002692,1.5970809,1.5970893,0.0000 secs,'move1'
2020-05-25 21:16:06.005687,1.6000503,1.6000618,0.0000 secs,'move2'
2020-05-25 21:16:06.037059,1.6311526,1.6311616,0.0000 secs,'move1'
2020-05-25 21:16:06.040051,1.6339893,1.6340157,0.0000 secs,'move2'
2020-05-25 21:16:06.070245,1.6639165,1.6639245,0.0000 secs,'move1'
2020-05-25 21:16:06.073055,1.6668302,1.6668406,0.0000 secs,'move2'
2020-05-25 21:16:06.104075,1.6979303,1.69794,0.0000 secs,'move1'
2020-05-25 21:16:06.106054,1.7005689,1.700579,0.0000 secs,'move2'
2020-05-25 21:16:06.138284,1.7319965,1.7320046,0.0000 secs,'move1'
2020-05-25 21:16:06.141053,1.7347542,1.7347641,0.0000 secs,'move2'
2020-05-25 21:16:06.172088,1.7657699,1.7657769,0.0000 secs,'move1'
2020-05-25 21:16:06.175054,1.7694841,1.7695011,0.0000 secs,'move2'
2020-05-25 21:16:06.206314,1.8002535,1.8002938,0.0000 secs,'move1'
2020-05-25 21:16:06.210062,1.8037646,1.8037751,0.0000 secs,'move2'
2020-05-25 21:16:06.240094,1.8342012,1.8342105,0.0000 secs,'move1'
2020-05-25 21:16:06.244065,1.8378067,1.8378165,0.0000 secs,'move2'
2020-05-25 21:16:06.274309,1.8683453,1.8683619,0.0000 secs,'move1'
2020-05-25 21:16:06.278057,1.871777,1.8717875,0.0000 secs,'move2'
2020-05-25 21:16:06.312049,1.9057342,1.9057431,0.0000 secs,'move1'
2020-05-25 21:16:06.315055,1.9089535,1.9089656,0.0000 secs,'move2'
2020-05-25 21:16:06.344052,1.9377358,1.9377479,0.0000 secs,'move1'
2020-05-25 21:16:06.347052,1.9409384,1.9409545,0.0000 secs,'move2'
2020-05-25 21:16:06.377058,1.9708575,1.9708677,0.0000 secs,'move1'
2020-05-25 21:16:06.380053,1.9737935,1.9738055,0.0000 secs,'move2'
2020-05-25 21:16:06.410056,2.0045753,2.004585,0.0000 secs,'move1'
2020-05-25 21:16:06.413053,2.0073931,2.0074071,0.0000 secs,'move2'
2020-05-25 21:16:06.444089,2.0377948,2.0378043,0.0000 secs,'move1'
2020-05-25 21:16:06.447051,2.0406907,2.0407028,0.0000 secs,'move2'
2020-05-25 21:16:06.478280,2.072004,2.0720142,0.0000 secs,'move1'
2020-05-25 21:16:06.481054,2.0749583,2.0749689,0.0000 secs,'move2'
2020-05-25 21:16:06.512077,2.1057739,2.1057824,0.0000 secs,'move1'
2020-05-25 21:16:06.515054,2.1087892,2.1088023,0.0000 secs,'move2'
2020-05-25 21:16:06.546228,2.1399648,2.1399729,0.0000 secs,'move1'
2020-05-25 21:16:06.549056,2.1427297,2.1427397,0.0000 secs,'move2'
2020-05-25 21:16:06.580282,2.1740772,2.1740869,0.0000 secs,'move1'
2020-05-25 21:16:06.583053,2.1771197,2.1771299,0.0000 secs,'move2'
2020-05-25 21:16:06.614052,2.2082813,2.2082914,0.0000 secs,'move1'
2020-05-25 21:16:06.617051,2.2110355,2.2110459,0.0000 secs,'move2'
2020-05-25 21:16:06.648067,2.241944,2.2419526,0.0000 secs,'move1'
2020-05-25 21:16:06.651035,2.2447437,2.2447572,0.0000 secs,'move2'
2020-05-25 21:16:06.682074,2.2757718,2.2757799,0.0000 secs,'move1'
2020-05-25 21:16:06.686071,2.2800948,2.2801082,0.0000 secs,'move2'
2020-05-25 21:16:06.716069,2.3099517,2.3099605,0.0000 secs,'move1'
2020-05-25 21:16:06.719032,2.3135138,2.3135262,0.0000 secs,'move2'
2020-05-25 21:16:06.750069,2.3440561,2.3440675,0.0000 secs,'move1'
2020-05-25 21:16:06.753033,2.3471775,2.3471887,0.0000 secs,'move2'
2020-05-25 21:16:06.784217,2.3781672,2.3781898,0.0000 secs,'move1'
2020-05-25 21:16:06.787054,2.3811951,2.381206,0.0000 secs,'move2'
2020-05-25 21:16:06.818067,2.4121566,2.4121664,0.0000 secs,'move1'
2020-05-25 21:16:06.821034,2.4153571,2.4153694,0.0000 secs,'move2'
2020-05-25 21:16:06.852257,2.4459863,2.4459957,0.0000 secs,'move1'
2020-05-25 21:16:06.855033,2.4490982,2.4491096,0.0000 secs,'move2'
2020-05-25 21:16:06.887034,2.4810353,2.4810473,0.0000 secs,'move1'
2020-05-25 21:16:06.890034,2.4840171,2.4840304,0.0000 secs,'move2'
2020-05-25 21:16:06.920036,2.5137569,2.5137687,0.0000 secs,'move1'
2020-05-25 21:16:06.922038,2.5165189,2.5165298,0.0000 secs,'move2'
2020-05-25 21:16:06.953021,2.5470489,2.5470578,0.0000 secs,'move1'
2020-05-25 21:16:06.956020,2.5499556,2.5499662,0.0000 secs,'move2'
2020-05-25 21:16:06.987026,2.5806087,2.5806226,0.0000 secs,'move1'
2020-05-25 21:16:06.989019,2.5833331,2.5833465,0.0000 secs,'move2'
2020-05-25 21:16:07.020273,2.6140686,2.61408,0.0000 secs,'move1'
2020-05-25 21:16:07.023020,2.6171324,2.6171441,0.0000 secs,'move2'
2020-05-25 21:16:07.054257,2.6479834,2.6479942,0.0000 secs,'move1'
2020-05-25 21:16:07.057020,2.6510216,2.6510322,0.0000 secs,'move2'
2020-05-25 21:16:07.089026,2.6831158,2.6831256,0.0000 secs,'move1'
2020-05-25 21:16:07.092022,2.6864958,2.6865058,0.0000 secs,'move2'
2020-05-25 21:16:07.122059,2.7158117,2.7158192,0.0000 secs,'move1'
2020-05-25 21:16:07.125023,2.7191961,2.7192526,0.0001 secs,'move2'
2020-05-25 21:16:07.155923,2.7496131,2.749621,0.0000 secs,'move1'
2020-05-25 21:16:07.158927,2.7530357,2.7530463,0.0000 secs,'move2'
2020-05-25 21:16:07.189921,2.7839418,2.7839525,0.0000 secs,'move1'
2020-05-25 21:16:07.192925,2.7872637,2.787278,0.0000 secs,'move2'
2020-05-25 21:16:07.223922,2.8177159,2.8177243,0.0000 secs,'move1'
2020-05-25 21:16:07.226923,2.8212262,2.8212393,0.0000 secs,'move2'
2020-05-25 21:16:07.260433,2.8549429,2.8549524,0.0000 secs,'move1'
2020-05-25 21:16:07.263432,2.85778,2.857792,0.0000 secs,'move2'
2020-05-25 21:16:07.292434,2.8861178,2.8861273,0.0000 secs,'move1'
2020-05-25 21:16:07.295437,2.8890978,2.8891079,0.0000 secs,'move2'
2020-05-25 21:16:07.326621,2.920318,2.9203255,0.0000 secs,'move1'
2020-05-25 21:16:07.328436,2.92296,2.9229693,0.0000 secs,'move2'
2020-05-25 21:16:07.361595,2.9552776,2.955286,0.0000 secs,'move1'
2020-05-25 21:16:07.364433,2.9582286,2.9582409,0.0000 secs,'move2'
