,0
Baggage_sabre,62303.0
Seats_sabre,33852.0
Meals_sabre,23634.0
Seats_travelport,19892.0
Baggage_travelport,16718.0
Meals_travelport,4323.0
avelport,9.460109438040753
Meals_travelport,2.4462288013309115
