,Unnamed: 0,x
1284,22621,"Smara Airport,Smara Airport(SMW)"
1285,22625,"Rabat-Salé Airport,Rabat-Salé Airport(RBA)"
1286,22627,"Dakhla Airport,Dakhla Airport(VIL)"
1287,22630,"Hassan I Airport,Hassan I Airport(EUN)"
1288,22631,"Mohammed V International Airport,Mohammed V International Airport(CMN)"
1289,22635,"Nador International Airport,Nador International Airport(NDR)"
1290,22636,"Menara Airport,Menara Airport(RAK)"
1291,22637,"Kenitra Airport,Kenitra Airport(NNA)"
1292,22638,"Ouarzazate Airport,Ouarzazate Airport(OZZ)"
1293,22639,"Golog Maqin Airport,Golog Maqin Airport(GMQ)"
1294,22641,"Cherif Al Idrissi Airport,Cherif Al Idrissi Airport(AHU)"
1295,22642,"Saniat R'mel Airport,Saniat R'mel Airport(TTU)"
1296,22643,"Ibn Batouta Airport,Ibn Batouta Airport(TNG)"
1297,22649,"Blaise Diagne International Airport,Blaise Diagne International Airport(DSS)"
1298,22652,"Ziguinchor Airport,Ziguinchor Airport(ZIG)"
1299,22653,"Cap Skirring Airport,Cap Skirring Airport(CSK)"
1300,22654,"Kaolack Airport,Kaolack Airport(KLC)"
1301,22655,"Léopold Sédar Senghor International Airport,Léopold Sédar Senghor International Airport(DKR)"
1302,22656,"Ouro Sogui Airport,Ouro Sogui Airport(MAX)"
1303,22659,"Saint Louis Airport,Saint Louis Airport(XLS)"
1304,22660,"Bakel Airport,Bakel Airport(BXE)"
1305,22661,"Kédougou Airport,Kédougou Airport(KGG)"
1306,22663,"Tambacounda Airport,Tambacounda Airport(TUD)"
1307,22678,"Nouakchott–Oumtounsy International Airport,Nouakchott–Oumtounsy International Airport(NKC)"
1308,22681,"Atar International Airport,Atar International Airport(ATR)"
1309,22683,"Nouadhibou International Airport,Nouadhibou International Airport(NDB)"
1310,22742,"Conakry International Airport,Conakry International Airport(CKY)"
1311,22757,"Amílcar Cabral International Airport,Amílcar Cabral International Airport(SID)"
1312,22759,"Rabil Airport,Rabil Airport(BVC)"
1313,22761,"Maio Airport,Maio Airport(MMO)"
1314,22763,"Praia International Airport,Praia International Airport(RAI)"
1315,22765,"Preguiça Airport,Preguiça Airport(SNE)"
1316,22766,"São Pedro Airport,São Pedro Airport(VXE)"
1317,22792,"Addis Ababa Bole International Airport,Addis Ababa Bole International Airport(ADD)"
1318,22795,"Arba Minch Airport,Arba Minch Airport(AMH)"
1319,22796,"Axum Airport,Axum Airport(AXU)"
1320,22798,"Bahir Dar Airport,Bahir Dar Airport(BJR)"
1321,22806,"Aba Tenna Dejazmach Yilma International Airport,Aba Tenna Dejazmach Yilma International Airport(DIR)"
1322,22811,"Gambella Airport,Gambella Airport(GMB)"
1323,22812,"Gonder Airport,Gonder Airport(GDQ)"
1324,22813,"Gode Airport,Gode Airport(GDE)"
1325,22815,"Harar Meda Airport,Harar Meda Airport(QHR)"
1326,22817,"Wilwal International Airport,Wilwal International Airport(JIJ)"
1327,22818,"Jimma Airport,Jimma Airport(JIM)"
1328,22825,"Mekele Airport,Mekele Airport(MQX)"
1329,22839,"Asosa Airport,Asosa Airport(ASO)"
1330,22845,"Bujumbura International Airport,Bujumbura International Airport(BJM)"
1331,22858,"Egal International Airport,Egal International Airport(HGA)"
1332,22859,"Berbera Airport,Berbera Airport(BBO)"
1333,22861,"Kisimayu Airport,Kisimayu Airport(KMU)"
1334,22862,"Aden Adde International Airport,Aden Adde International Airport(MGQ)"
1335,22871,"Djibouti-Ambouli Airport,Djibouti-Ambouli Airport(JIB)"
1336,22881,"Capital International Airport,Capital International Airport(CCE)"
1341,22913,"El Alamein International Airport,El Alamein International Airport(DBB)"
1342,22914,"El Arish International Airport,El Arish International Airport(AAC)"
1343,22915,"Assiut International Airport,Assiut International Airport(ATZ)"
1344,22916,"El Nouzha Airport,El Nouzha Airport(ALY)"
1346,22918,"Borg El Arab International Airport,Borg El Arab International Airport(HBE)"
1347,22919,"Abu Simbel Airport,Abu Simbel Airport(ABS)"
1349,22921,"Cairo International Airport,Cairo International Airport(CAI)"
1350,22922,"Cairo West Airport,Cairo West Airport(CWE)"
1351,22925,"Hurghada International Airport,Hurghada International Airport(HRG)"
1352,22927,"El Gora Airport,El Gora Airport(EGH)"
1354,22930,"Luxor International Airport,Luxor International Airport(LXR)"
1355,22931,"Marsa Alam International Airport,Marsa Alam International Airport(RMF)"
1356,22932,"Sohag International Airport,Sohag International Airport(HMB)"
1357,22933,"Mersa Matruh Airport,Mersa Matruh Airport(MUH)"
1358,22937,"Port Said Airport,Port Said Airport(PSD)"
1359,22938,"St Catherine International Airport,St Catherine International Airport(SKV)"
1360,22939,"Sharm El Sheikh International Airport,Sharm El Sheikh International Airport(SSH)"
1361,22940,"Aswan International Airport,Aswan International Airport(ASW)"
1362,22941,"Taba International Airport,Taba International Airport(TCP)"
1363,22946,"Asmara International Airport,Asmara International Airport(ASM)"
1364,22947,"Massawa International Airport,Massawa International Airport(MSW)"
1365,22948,"Assab International Airport,Assab International Airport(ASA)"
1366,22985,"Lianshui Airport,Lianshui Airport(HIA)"
1367,22992,"Amboseli Airport,Amboseli Airport(ASV)"
1368,22998,"Eldoret International Airport,Eldoret International Airport(EDL)"
1369,23008,"Jomo Kenyatta International Airport,Jomo Kenyatta International Airport(NBO)"
1370,23012,"Kisumu Airport,Kisumu Airport(KIS)"
1371,23016,"Kitale Airport,Kitale Airport(KTL)"
1372,23019,"Lokichoggio Airport,Lokichoggio Airport(LKG)"
1373,23020,"Lodwar Airport,Lodwar Airport(LOK)"
1374,23022,"Manda Airstrip,Manda Airstrip(LAU)"
1375,23029,"Malindi Airport,Malindi Airport(MYD)"
1376,23031,"Mombasa Moi International Airport,Mombasa Moi International Airport(MBA)"
1377,23033,"Mara Serena Lodge Airstrip,Mara Serena Lodge Airstrip(MRE)"
1378,23041,"Nairobi Wilson Airport,Nairobi Wilson Airport(WIL)"
1379,23042,"Nanyuki Airport,Nanyuki Airport(NYK)"
1381,23050,"Wajir Airport,Wajir Airport(WJR)"
1385,23079,"Gardabya Airport,Gardabya Airport(SRX)"
1386,23082,"Ghat Airport,Ghat Airport(GHT)"
1387,23083,"Kufra Airport,Kufra Airport(AKF)"
1388,23084,"Benina International Airport,Benina International Airport(BEN)"
1389,23085,"Mitiga Airport,Mitiga Airport(MJI)"
1390,23086,"La Abraq Airport,La Abraq Airport(LAQ)"
1391,23087,"Sabha Airport,Sabha Airport(SEB)"
1392,23088,"Tripoli International Airport,Tripoli International Airport(TIP)"
1393,23089,"Marsa Brega Airport,Marsa Brega Airport(LMQ)"
1394,23096,"Ghadames East Airport,Ghadames East Airport(LTD)"
1395,23130,"Gisenyi Airport,Gisenyi Airport(GYI)"
1396,23134,"Kigali International Airport,Kigali International Airport(KGL)"
1397,23136,"Kamembe Airport,Kamembe Airport(KME)"
1398,23145,"Dongola Airport,Dongola Airport(DOG)"
1399,23147,"Paloich Airport, Heliport,Paloich Airport, Heliport(HGI)"
1400,23148,"El Fasher Airport,El Fasher Airport(ELF)"
1401,23155,"Kassala Airport,Kassala Airport(KSL)"
1402,23163,"Merowe New Airport,Merowe New Airport(MWE)"
1403,23170,"El Obeid Airport,El Obeid Airport(EBD)"
1404,23173,"Port Sudan New International Airport,Port Sudan New International Airport(PZU)"
1405,23176,"Juba International Airport,Juba International Airport(JUB)"
1406,23177,"Malakal Airport,Malakal Airport(MAK)"
1407,23179,"Khartoum International Airport,Khartoum International Airport(KRT)"
1408,23185,"Wau Airport,Wau Airport(WUU)"
1409,23193,"Arusha Airport,Arusha Airport(ARK)"
1410,23198,"Julius Nyerere International Airport,Julius Nyerere International Airport(DAR)"
1411,23199,"Dodoma Airport,Dodoma Airport(DOD)"
1412,23201,"Songwe Airport,Songwe Airport(MBI)"
1413,23202,"Iringa Airport,Iringa Airport(IRI)"
1414,23208,"Kilimanjaro International Airport,Kilimanjaro International Airport(JRO)"
1415,23216,"Lake Manyara Airport,Lake Manyara Airport(LKY)"
1416,23229,"Mtwara Airport,Mtwara Airport(MYW)"
1417,23231,"Mwanza Airport,Mwanza Airport(MWZ)"
1418,23238,"Pemba Airport,Pemba Airport(PMA)"
1419,23247,"Tanga Airport,Tanga Airport(TGT)"
1420,23254,"Abeid Amani Karume International Airport,Abeid Amani Karume International Airport(ZNZ)"
1422,23301,"Arua Airport,Arua Airport(RUA)"
1423,23303,"Entebbe International Airport,Entebbe International Airport(EBB)"
1424,23305,"Gulu Airport,Gulu Airport(ULU)"
1425,23322,"Soroti Airport,Soroti Airport(SRT)"
1426,23447,"Indigo Bay Lodge Airport,Indigo Bay Lodge Airport(IBL)"
1428,23676,"Bilogai-Sugapa Airport,Bilogai-Sugapa Airport(UGU)"
1446,24411,"New Ishigaki Airport,New Ishigaki Airport(ISG)"
1447,24956,"Jiagedaqi Airport,Jiagedaqi Airport(JGD)"
1448,24959,"Qianjiang Wulingshan Airport,Qianjiang Wulingshan Airport(JIQ)"
1449,24960,"Comandante Ariston Pessoa Airport,Comandante Ariston Pessoa Airport(JJD)"
1450,24980,"O R Tambo International,O R Tambo International(JNB)"
1452,26011,"Lehigh Valley International Airport,Lehigh Valley International Airport(ABE)"
1453,26012,"Abilene Regional Airport,Abilene Regional Airport(ABI)"
1454,26013,"Albuquerque International Sunport,Albuquerque International Sunport(ABQ)"
1455,26014,"Aberdeen Regional Airport,Aberdeen Regional Airport(ABR)"
1456,26015,"Southwest Georgia Regional Airport,Southwest Georgia Regional Airport(ABY)"
1457,26018,"Nantucket Memorial Airport,Nantucket Memorial Airport(ACK)"
1458,26021,"Waco Regional Airport,Waco Regional Airport(ACT)"
1459,26022,"California Redwood Coast-Humboldt County Airport,California Redwood Coast-Humboldt County Airport(ACV)"
1460,26023,"Atlantic City International Airport,Atlantic City International Airport(ACY)"
1461,26032,"Joint Base Andrews,Joint Base Andrews(ADW)"
1462,26037,"Alexandria International Airport,Alexandria International Airport(AEX)"
1463,26045,"Fort Worth Alliance Airport,Fort Worth Alliance Airport(AFW)"
1464,26046,"Allegheny County Airport,Allegheny County Airport(AGC)"
1465,26049,"Augusta Regional At Bush Field,Augusta Regional At Bush Field(AGS)"
1466,26053,"Athens Ben Epps Airport,Athens Ben Epps Airport(AHN)"
1467,26073,"Akron Fulton International Airport,Akron Fulton International Airport(AKC)"
1468,26074,"Albany International Airport,Albany International Airport(ALB)"
1469,26075,"Alice International Airport,Alice International Airport(ALI)"
1470,26076,"Alamogordo White Sands Regional Airport,Alamogordo White Sands Regional Airport(ALM)"
1471,26077,"St Louis Regional Airport,St Louis Regional Airport(ALN)"
1472,26078,"Waterloo Regional Airport,Waterloo Regional Airport(ALO)"
1473,26079,"San Luis Valley Regional Bergman Field,San Luis Valley Regional Bergman Field(ALS)"
1474,26080,"Walla Walla Regional Airport,Walla Walla Regional Airport(ALW)"
1475,26082,"Rick Husband Amarillo International Airport,Rick Husband Amarillo International Airport(AMA)"
1476,26087,"Anniston Regional Airport,Anniston Regional Airport(ANB)"
1477,26088,"Anderson Regional Airport,Anderson Regional Airport(AND)"
1478,26098,"Altoona Blair County Airport,Altoona Blair County Airport(AOO)"
1479,26100,"Centennial Airport,Centennial Airport(APA)"
1480,26102,"Naples Municipal Airport,Naples Municipal Airport(APF)"
1481,26103,"Phillips Army Air Field,Phillips Army Air Field(APG)"
1482,26105,"Alpena County Regional Airport,Alpena County Regional Airport(APN)"
1483,26114,"Acadiana Regional Airport,Acadiana Regional Airport(ARA)"
1484,26119,"Watertown International Airport,Watertown International Airport(ART)"
1485,26123,"Aspen-Pitkin Co/Sardy Field,Aspen-Pitkin Co/Sardy Field(ASE)"
1486,26129,"Astoria Regional Airport,Astoria Regional Airport(AST)"
1487,26134,"Hartsfield Jackson Atlanta International Airport,Hartsfield Jackson Atlanta International Airport(ATL)"
1488,26137,"Watertown Regional Airport,Watertown Regional Airport(ATY)"
1489,26138,"Augusta State Airport,Augusta State Airport(AUG)"
1490,26143,"Austin Bergstrom International Airport,Austin Bergstrom International Airport(AUS)"
1491,26144,"Wausau Downtown Airport,Wausau Downtown Airport(AUW)"
1492,26147,"Asheville Regional Airport,Asheville Regional Airport(AVL)"
1493,26149,"Wilkes Barre Scranton International Airport,Wilkes Barre Scranton International Airport(AVP)"
1494,26157,"Chandler Field,Chandler Field(AXN)"
1495,26167,"Kalamazoo Battle Creek International Airport,Kalamazoo Battle Creek International Airport(AZO)"
1496,26171,"Beale Air Force Base,Beale Air Force Base(BAB)"
1497,26172,"Barksdale Air Force Base,Barksdale Air Force Base(BAD)"
1498,26173,"Westfield-Barnes Regional Airport,Westfield-Barnes Regional Airport(BAF)"
1499,26174,"Columbus Municipal Airport,Columbus Municipal Airport(CLU)"
1500,26179,"Curtis Field,Curtis Field(BBD)"
1501,26183,"Bryce Canyon Airport,Bryce Canyon Airport(BCE)"
1502,26186,"Baudette International Airport,Baudette International Airport(BDE)"
1503,26189,"Bradley International Airport,Bradley International Airport(BDL)"
1504,26192,"Igor I Sikorsky Memorial Airport,Igor I Sikorsky Memorial Airport(BDR)"
1505,26198,"Laurence G Hanscom Field,Laurence G Hanscom Field(BED)"
1506,26201,"Bradford Regional Airport,Bradford Regional Airport(BFD)"
1507,26203,"Western Neb. Rgnl/William B. Heilig Airport,Western Neb. Rgnl/William B. Heilig Airport(BFF)"
1508,26204,"Boeing Field King County International Airport,Boeing Field King County International Airport(BFI)"
1509,26206,"Meadows Field,Meadows Field(BFL)"
1510,26207,"Mobile Downtown Airport,Mobile Downtown Airport(BFM)"
1511,26213,"Greater Binghamton/Edwin A Link field,Greater Binghamton/Edwin A Link field(BGM)"
1512,26214,"Bangor International Airport,Bangor International Airport(BGR)"
1513,26215,"Hancock County-Bar Harbor Airport,Hancock County-Bar Harbor Airport(BHB)"
1514,26218,"Birmingham-Shuttlesworth International Airport,Birmingham-Shuttlesworth International Airport(BHM)"
1515,26221,"Biggs Army Air Field (Fort Bliss),Biggs Army Air Field (Fort Bliss)(BIF)"
1516,26222,"Eastern Sierra Regional Airport,Eastern Sierra Regional Airport(BIH)"
1517,26224,"Billings Logan International Airport,Billings Logan International Airport(BIL)"
1518,26225,"Bismarck Municipal Airport,Bismarck Municipal Airport(BIS)"
1519,26227,"Keesler Air Force Base,Keesler Air Force Base(BIX)"
1520,26228,"Rocky Mountain Metropolitan Airport,Rocky Mountain Metropolitan Airport(BJC)"
1521,26229,"Bemidji Regional Airport,Bemidji Regional Airport(BJI)"
1522,26232,"Baker City Municipal Airport,Baker City Municipal Airport(BKE)"
1523,26233,"Buckley Air Force Base,Buckley Air Force Base(BFK)"
1524,26234,"Burke Lakefront Airport,Burke Lakefront Airport(BKL)"
1525,26239,"Raleigh County Memorial Airport,Raleigh County Memorial Airport(BKW)"
1526,26241,"Mercer County Airport,Mercer County Airport(BLF)"
1527,26242,"Blythe Airport,Blythe Airport(BLH)"
1528,26243,"Bellingham International Airport,Bellingham International Airport(BLI)"
1529,26246,"Scott AFB/Midamerica Airport,Scott AFB/Midamerica Airport(BLV)"
1530,26249,"Monroe County Airport,Monroe County Airport(BMG)"
1531,26250,"Central Illinois Regional Airport at Bloomington-Normal,Central Illinois Regional Airport at Bloomington-Normal(BMI)"
1532,26254,"Nashville International Airport,Nashville International Airport(BNA)"
1533,26257,"Burns Municipal Airport,Burns Municipal Airport(BNO)"
1534,26259,"Boise Air Terminal/Gowen Field,Boise Air Terminal/Gowen Field(BOI)"
1535,26260,"General Edward Lawrence Logan International Airport,General Edward Lawrence Logan International Airport(BOS)"
1536,26263,"Miley Memorial Field,Miley Memorial Field(BPI)"
1537,26264,"Ozark Regional Airport,Ozark Regional Airport(WMH)"
1538,26266,"Southeast Texas Regional Airport,Southeast Texas Regional Airport(BPT)"
1539,26267,"Brunswick Golden Isles Airport,Brunswick Golden Isles Airport(BQK)"
1540,26270,"Brainerd Lakes Regional Airport,Brainerd Lakes Regional Airport(BRD)"
1541,26271,"Southeast Iowa Regional Airport,Southeast Iowa Regional Airport(BRL)"
1542,26272,"Brownsville South Padre Island International Airport,Brownsville South Padre Island International Airport(BRO)"
1543,26277,"W K Kellogg Airport,W K Kellogg Airport(BTL)"
1544,26278,"Bert Mooney Airport,Bert Mooney Airport(BTM)"
1545,26281,"Baton Rouge Metropolitan Airport,Baton Rouge Metropolitan Airport(BTR)"
1546,26282,"Burlington International Airport,Burlington International Airport(BTV)"
1547,26285,"Buffalo Niagara International Airport,Buffalo Niagara International Airport(BUF)"
1548,26287,"Bob Hope Airport,Bob Hope Airport(BUR)"
1549,26290,"Beaver County Airport,Beaver County Airport(BFP)"
1550,26295,"Beverly Municipal Airport,Beverly Municipal Airport(BVY)"
1551,26298,"Bowling Green Warren County Regional Airport,Bowling Green Warren County Regional Airport(BWG)"
1552,26299,"Baltimore/Washington International Thurgood Marshall Airport,Baltimore/Washington International Thurgood Marshall Airport(BWI)"
1553,26306,"Arkansas International Airport,Arkansas International Airport(BYH)"
1554,26307,"Burley Municipal Airport,Burley Municipal Airport(BYI)"
1555,26308,"Bicycle Lake Army Air Field,Bicycle Lake Army Air Field(BYS)"
1556,26310,"Gallatin Field,Gallatin Field(BZN)"
1557,26338,"Columbia Metropolitan Airport,Columbia Metropolitan Airport(CAE)"
1558,26340,"Akron Canton Regional Airport,Akron Canton Regional Airport(CAK)"
1559,26342,"Caribou Municipal Airport,Caribou Municipal Airport(CAR)"
1560,26348,"Columbus Air Force Base,Columbus Air Force Base(CBM)"
1561,26354,"Northeast Iowa Regional Airport,Northeast Iowa Regional Airport(CCY)"
1562,26356,"Cedar City Regional Airport,Cedar City Regional Airport(CDC)"
1563,26360,"Chadron Municipal Airport,Chadron Municipal Airport(CDR)"
1564,26361,"Childress Municipal Airport,Childress Municipal Airport(CDS)"
1565,26364,"Jack Mc Namara Field Airport,Jack Mc Namara Field Airport(CEC)"
1566,26365,"Westover ARB/Metropolitan Airport,Westover ARB/Metropolitan Airport(CEF)"
1567,26369,"Bob Sikes Airport,Bob Sikes Airport(CEW)"
1568,26381,"Cuyahoga County Airport,Cuyahoga County Airport(CGF)"
1569,26382,"Cape Girardeau Regional Airport,Cape Girardeau Regional Airport(CGI)"
1570,26386,"Lovell Field,Lovell Field(CHA)"
1571,26391,"Charlottesville Albemarle Airport,Charlottesville Albemarle Airport(CHO)"
1572,26393,"Charleston Air Force Base-International Airport,Charleston Air Force Base-International Airport(CHS)"
1573,26397,"The Eastern Iowa Airport,The Eastern Iowa Airport(CID)"
1574,26401,"Chippewa County International Airport,Chippewa County International Airport(CIU)"
1575,26404,"North Central West Virginia Airport,North Central West Virginia Airport(CKB)"
1576,26414,"Cleveland Hopkins International Airport,Cleveland Hopkins International Airport(CLE)"
1577,26417,"Easterwood Field,Easterwood Field(CLL)"
1578,26418,"William R Fairchild International Airport,William R Fairchild International Airport(CLM)"
1579,26421,"Charlotte Douglas International Airport,Charlotte Douglas International Airport(CLT)"
1580,26424,"John Glenn Columbus International Airport,John Glenn Columbus International Airport(CMH)"
1581,26425,"University of Illinois Willard Airport,University of Illinois Willard Airport(CMI)"
1582,26427,"Houghton County Memorial Airport,Houghton County Memorial Airport(CMX)"
1583,26434,"Cavern City Air Terminal,Cavern City Air Terminal(CNM)"
1584,26437,"Chanute Martin Johnson Airport,Chanute Martin Johnson Airport(CNU)"
1585,26440,"Yellowstone Regional Airport,Yellowstone Regional Airport(COD)"
1586,26441,"Coeur D'Alene - Pappy Boyington Field,Coeur D'Alene - Pappy Boyington Field(COE)"
1587,26442,"Patrick Air Force Base,Patrick Air Force Base(COF)"
1588,26445,"Concord Municipal Airport,Concord Municipal Airport(CON)"
1589,26447,"City of Colorado Springs Municipal Airport,City of Colorado Springs Municipal Airport(COS)"
1590,26449,"Columbia Regional Airport,Columbia Regional Airport(COU)"
1591,26453,"Casper-Natrona County International Airport,Casper-Natrona County International Airport(CPR)"
1592,26463,"Grand Strand Airport,Grand Strand Airport(CRE)"
1593,26464,"Jacksonville Executive at Craig Airport,Jacksonville Executive at Craig Airport(CRG)"
1594,26466,"Corpus Christi International Airport,Corpus Christi International Airport(CRP)"
1595,26467,"Mc Clellan-Palomar Airport,Mc Clellan-Palomar Airport(CLD)"
1596,26470,"Yeager Airport,Yeager Airport(CRW)"
1597,26474,"Columbus Metropolitan Airport,Columbus Metropolitan Airport(CSG)"
1598,26477,"Crossville Memorial Whitson Field,Crossville Memorial Whitson Field(CSV)"
1599,26478,"Cut Bank International Airport,Cut Bank International Airport(CTB)"
1600,26483,"Jim Hamilton L.B. Owens Airport,Jim Hamilton L.B. Owens Airport(CUB)"
1601,26488,"Cincinnati Northern Kentucky International Airport,Cincinnati Northern Kentucky International Airport(CVG)"
1602,26491,"Corvallis Municipal Airport,Corvallis Municipal Airport(CVO)"
1603,26492,"Cannon Air Force Base,Cannon Air Force Base(CVS)"
1604,26494,"Central Wisconsin Airport,Central Wisconsin Airport(CWA)"
1605,26503,"Conroe-North Houston Regional Airport,Conroe-North Houston Regional Airport(CXO)"
1606,26509,"Cheyenne Regional Jerry Olson Field,Cheyenne Regional Jerry Olson Field(CYS)"
1607,26511,"Kochi Airport (高知空港),Kochi Airport (高知空港)(KCZ)"
1608,26544,"Davison Army Air Field,Davison Army Air Field(DAA)"
1609,26545,"Daytona Beach International Airport,Daytona Beach International Airport(DAB)"
1610,26547,"Barstow Daggett Airport,Barstow Daggett Airport(DAG)"
1611,26548,"Dallas Love Field,Dallas Love Field(DAL)"
1612,26549,"Danville Regional Airport,Danville Regional Airport(DAN)"
1613,26551,"James M Cox Dayton International Airport,James M Cox Dayton International Airport(DAY)"
1614,26553,"Dubuque Regional Airport,Dubuque Regional Airport(DBQ)"
1615,26554,"Ronald Reagan Washington National Airport,Ronald Reagan Washington National Airport(DCA)"
1616,26558,"Dodge City Regional Airport,Dodge City Regional Airport(DDC)"
1617,26560,"Decatur Airport,Decatur Airport(DEC)"
1618,26563,"Denver International Airport,Denver International Airport(DEN)"
1619,26565,"Coleman A. Young Municipal Airport,Coleman A. Young Municipal Airport(DET)"
1620,26568,"Dallas Fort Worth International Airport,Dallas Fort Worth International Airport(DFW)"
1621,26571,"Dothan Regional Airport,Dothan Regional Airport(DHN)"
1622,26572,"Dalhart Municipal Airport,Dalhart Municipal Airport(DHT)"
1623,26574,"Dickinson Theodore Roosevelt Regional Airport,Dickinson Theodore Roosevelt Regional Airport(DIK)"
1624,26580,"DLF Airport,DLF Airport(DLF)"
1625,26581,"Duluth International Airport,Duluth International Airport(DLH)"
1626,26585,"Columbia Gorge Regional the Dalles Municipal Airport,Columbia Gorge Regional the Dalles Municipal Airport(DLS)"
1627,26587,"Davis Monthan Air Force Base,Davis Monthan Air Force Base(DMA)"
1628,26588,"Deming Municipal Airport,Deming Municipal Airport(DMN)"
1629,26591,"Daniel Field,Daniel Field(DNL)"
1630,26595,"Dover Air Force Base,Dover Air Force Base(DOV)"
1631,26597,"Dupage Airport,Dupage Airport(DPA)"
1632,26602,"Desert Rock Airport,Desert Rock Airport(DRA)"
1633,26603,"Beauregard Regional Airport,Beauregard Regional Airport(DRI)"
1634,26607,"Del Rio International Airport,Del Rio International Airport(DRT)"
1635,26609,"Des Moines International Airport,Des Moines International Airport(DSM)"
1636,26616,"Detroit Metropolitan Wayne County Airport,Detroit Metropolitan Wayne County Airport(DTW)"
1637,26619,"Bisbee Douglas International Airport,Bisbee Douglas International Airport(DUG)"
1638,26621,"DuBois Regional Airport,DuBois Regional Airport(DUJ)"
1639,26641,"Dyess Air Force Base,Dyess Air Force Base(DYS)"
1641,26992,"Pangborn Memorial Airport,Pangborn Memorial Airport(EAT)"
1642,26993,"Chippewa Valley Regional Airport,Chippewa Valley Regional Airport(EAU)"
1643,26999,"Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City Regional Airport & Coast Guard Air Station(ECG)"
1644,27000,"Northwest Florida Beaches International Airport,Northwest Florida Beaches International Airport(ECP)"
1645,27009,"Edwards Air Force Base,Edwards Air Force Base(EDW)"
1646,27010,"Needles Airport,Needles Airport(EED)"
1647,27011,"Dillant Hopkins Airport,Dillant Hopkins Airport(EEN)"
1649,27015,"Ellington Airport,Ellington Airport(EFD)"
1650,27020,"Eagle County Regional Airport,Eagle County Regional Airport(EGE)"
1651,27021,"Duke Field,Duke Field(EGI)"
1652,27032,"Murray Field,Murray Field(EKA)"
1653,27034,"Elkins-Randolph Co-Jennings Randolph Field,Elkins-Randolph Co-Jennings Randolph Field(EKN)"
1654,27035,"Elko Regional Airport,Elko Regional Airport(EKO)"
1655,27041,"South Arkansas Regional At Goodwin Field,South Arkansas Regional At Goodwin Field(ELD)"
1656,27043,"Elmira Corning Regional Airport,Elmira Corning Regional Airport(ELM)"
1657,27045,"Ely Municipal Airport,Ely Municipal Airport(LYU)"
1658,27046,"El Paso International Airport,El Paso International Airport(ELP)"
1659,27047,"Ely Airport Yelland Field,Ely Airport Yelland Field(ELY)"
1660,27053,"Vance Air Force Base,Vance Air Force Base(END)"
1661,27055,"Wendover Airport,Wendover Airport(ENV)"
1662,27056,"Kenosha Regional Airport,Kenosha Regional Airport(ENW)"
1663,27065,"Erie International Tom Ridge Field,Erie International Tom Ridge Field(ERI)"
1664,27070,"Esler Regional Airport,Esler Regional Airport(ESF)"
1665,27079,"Mahlon Sweet Field,Mahlon Sweet Field(EUG)"
1666,27084,"Evansville Regional Airport,Evansville Regional Airport(EVV)"
1667,27085,"Evanston-Uinta County Airport-Burns Field,Evanston-Uinta County Airport-Burns Field(EVW)"
1668,27087,"New Bedford Regional Airport,New Bedford Regional Airport(EWB)"
1669,27089,"Coastal Carolina Regional Airport,Coastal Carolina Regional Airport(EWN)"
1670,27090,"Newark Liberty International Airport,Newark Liberty International Airport(EWR)"
1671,27096,"Key West International Airport,Key West International Airport(EYW)"
1672,27151,"Felker Army Air Field,Felker Army Air Field(FAF)"
1673,27153,"Hector International Airport,Hector International Airport(FAR)"
1674,27154,"Fresno Yosemite International Airport,Fresno Yosemite International Airport(FAT)"
1675,27155,"Fayetteville Regional Grannis Field,Fayetteville Regional Grannis Field(FAY)"
1676,27156,"Simmons Army Air Field,Simmons Army Air Field(FBG)"
1677,27163,"Butts AAF (Fort Carson) Air Field,Butts AAF (Fort Carson) Air Field(FCS)"
1678,27169,"Findlay Airport,Findlay Airport(FDY)"
1679,27177,"Wright-Patterson Air Force Base,Wright-Patterson Air Force Base(FFO)"
1680,27183,"Sierra Vista Municipal Libby Army Air Field,Sierra Vista Municipal Libby Army Air Field(FHU)"
1681,27187,"Venango Regional Airport,Venango Regional Airport(FKL)"
1682,27192,"Flagstaff Pulliam Airport,Flagstaff Pulliam Airport(FLG)"
1683,27193,"Fort Lauderdale Hollywood International Airport,Fort Lauderdale Hollywood International Airport(FLL)"
1684,27194,"Florence Regional Airport,Florence Regional Airport(FLO)"
1685,27200,"Tipton Airport,Tipton Airport(FME)"
1686,27203,"Four Corners Regional Airport,Four Corners Regional Airport(FMN)"
1687,27204,"Page Field,Page Field(FMY)"
1688,27208,"Bishop International Airport,Bishop International Airport(FNT)"
1689,27210,"Fort Dodge Regional Airport,Fort Dodge Regional Airport(FOD)"
1690,27211,"Topeka Regional Airport - Forbes Field,Topeka Regional Airport - Forbes Field(FOE)"
1691,27217,"St Lucie County International Airport,St Lucie County International Airport(FPR)"
1692,27219,"Republic Airport,Republic Airport(FRG)"
1693,27221,"Marshall Army Air Field,Marshall Army Air Field(FRI)"
1694,27224,"Joe Foss Field Airport,Joe Foss Field Airport(FSD)"
1695,27226,"Henry Post Army Air Field (Fort Sill),Henry Post Army Air Field (Fort Sill)(FSI)"
1696,27228,"Fort Smith Regional Airport,Fort Smith Regional Airport(FSM)"
1697,27230,"Fort Stockton Pecos County Airport,Fort Stockton Pecos County Airport(FST)"
