,Unnamed: 0,x
2439,31435,"Kefallinia Airport,Kefallinia Airport(EFL)"
2440,31437,"Kalamata Airport,Kalamata Airport(KLX)"
2441,31440,"Kos Airport,Kos Airport(KGS)"
2442,31441,"Karpathos Airport,Karpathos Airport(AOK)"
2443,31442,"Ioannis Kapodistrias International Airport,Ioannis Kapodistrias International Airport(CFU)"
2444,31444,"Alexander the Great International Airport,Alexander the Great International Airport(KVA)"
2445,31446,"Filippos Airport,Filippos Airport(KZI)"
2446,31453,"Mikonos Airport,Mikonos Airport(JMK)"
2447,31456,"Mytilene International Airport,Mytilene International Airport(MJT)"
2448,31461,"Aktion National Airport,Aktion National Airport(PVK)"
2449,31463,"Diagoras Airport,Diagoras Airport(RHO)"
2450,31465,"Araxos Airport,Araxos Airport(GPA)"
2451,31466,"Chania International Airport,Chania International Airport(CHQ)"
2452,31468,"Skiathos Island National Airport,Skiathos Island National Airport(JSI)"
2453,31469,"Samos Airport,Samos Airport(SMI)"
2454,31472,"Santorini Airport,Santorini Airport(JTR)"
2455,31473,"Sitia Airport,Sitia Airport(JSH)"
2457,31479,"Thessaloniki Macedonia International Airport,Thessaloniki Macedonia International Airport(SKG)"
2458,31482,"Zakynthos International Airport ""Dionysios Solomos"",Zakynthos International Airport ""Dionysios Solomos""(ZTH)"
2459,31489,"Budapest Liszt Ferenc International Airport,Budapest Liszt Ferenc International Airport(BUD)"
2460,31492,"Debrecen International Airport,Debrecen International Airport(DEB)"
2462,31527,"Pécs-Pogány Airport,Pécs-Pogány Airport(PEV)"
2464,31533,"Sármellék International Airport,Sármellék International Airport(SOB)"
2466,31539,"Taszár Air Base,Taszár Air Base(TZR)"
2469,31557,"Crotone Airport,Crotone Airport(CRV)"
2470,31558,"Bari Karol Wojtyła Airport,Bari Karol Wojtyła Airport(BRI)"
2471,31559,"Foggia ""Gino Lisa"" Airport,Foggia ""Gino Lisa"" Airport(FOG)"
2472,31560,"Taranto-Grottaglie ""Marcello Arlotta"" Airport,Taranto-Grottaglie ""Marcello Arlotta"" Airport(TAR)"
2473,31563,"Lecce Galatina Air Base,Lecce Galatina Air Base(LCC)"
2474,31564,"Pescara International Airport,Pescara International Airport(PSR)"
2475,31565,"Brindisi – Salento Airport,Brindisi – Salento Airport(BDS)"
2477,31568,"Lamezia Terme Airport,Lamezia Terme Airport(SUF)"
2478,31569,"Comiso Airport,Comiso Airport(CIY)"
2479,31570,"Catania-Fontanarossa Airport,Catania-Fontanarossa Airport(CTA)"
2480,31571,"Lampedusa Airport,Lampedusa Airport(LMP)"
2481,31572,"Pantelleria Airport,Pantelleria Airport(PNL)"
2482,31573,"Falcone–Borsellino Airport,Falcone–Borsellino Airport(PMO)"
2484,31576,"Reggio Calabria Airport,Reggio Calabria Airport(REG)"
2485,31577,"Vincenzo Florio Airport Trapani-Birgi,Vincenzo Florio Airport Trapani-Birgi(TPS)"
2486,31578,"Sigonella Navy Air Base,Sigonella Navy Air Base(NSY)"
2488,31596,"Alghero-Fertilia Airport,Alghero-Fertilia Airport(AHO)"
2489,31597,"Decimomannu Air Base,Decimomannu Air Base(DCI)"
2490,31598,"Cagliari Elmas Airport,Cagliari Elmas Airport(CAG)"
2491,31599,"Olbia Costa Smeralda Airport,Olbia Costa Smeralda Airport(OLB)"
2492,31601,"Tortolì Airport,Tortolì Airport(TTB)"
2499,31620,"Malpensa International Airport,Malpensa International Airport(MXP)"
2500,31621,"Il Caravaggio International Airport,Il Caravaggio International Airport(BGY)"
2501,31622,"Turin Airport,Turin Airport(TRN)"
2502,31623,"Villanova D'Albenga International Airport,Villanova D'Albenga International Airport(ALL)"
2503,31624,"Genoa Cristoforo Colombo Airport,Genoa Cristoforo Colombo Airport(GOA)"
2504,31625,"Milano Linate Airport,Milano Linate Airport(LIN)"
2506,31627,"Parma Airport,Parma Airport(PMF)"
2509,31630,"Aosta Airport,Aosta Airport(AOT)"
2510,31631,"Cuneo International Airport,Cuneo International Airport(CUF)"
2511,31634,"Aviano Air Base,Aviano Air Base(AVB)"
2512,31635,"Bolzano Airport,Bolzano Airport(BZO)"
2514,31638,"Bologna Guglielmo Marconi Airport,Bologna Guglielmo Marconi Airport(BLQ)"
2515,31641,"Treviso-Sant'Angelo Airport,Treviso-Sant'Angelo Airport(TSF)"
2517,31643,"Forlì Airport,Forlì Airport(FRL)"
2519,31647,"Brescia Airport,Brescia Airport(VBS)"
2520,31648,"Trieste–Friuli Venezia Giulia Airport,Trieste–Friuli Venezia Giulia Airport(TRS)"
2521,31649,"Federico Fellini International Airport,Federico Fellini International Airport(RMI)"
2523,31652,"Padova Airport,Padova Airport(QPA)"
2524,31654,"Verona Villafranca Airport,Verona Villafranca Airport(VRN)"
2525,31655,"Ancona Falconara Airport,Ancona Falconara Airport(AOI)"
2526,31656,"Venice Marco Polo Airport,Venice Marco Polo Airport(VCE)"
2527,31661,"Siena-Ampugnano Airport,Siena-Ampugnano Airport(SAY)"
2528,31662,"Sarzana-Luni Air Base,Sarzana-Luni Air Base(QLP)"
2529,31663,"Ciampino–G. B. Pastine International Airport,Ciampino–G. B. Pastine International Airport(CIA)"
2531,31666,"Leonardo da Vinci–Fiumicino Airport,Leonardo da Vinci–Fiumicino Airport(FCO)"
2533,31669,"Salerno Costa d'Amalfi Airport,Salerno Costa d'Amalfi Airport(QSR)"
2534,31670,"Marina Di Campo Airport,Marina Di Campo Airport(EBA)"
2535,31671,"Latina Air Base,Latina Air Base(QLT)"
2537,31673,"Naples International Airport,Naples International Airport(NAP)"
2538,31674,"Pisa International Airport,Pisa International Airport(PSA)"
2539,31675,"Peretola Airport,Peretola Airport(FLR)"
2540,31676,"Grosseto Air Base,Grosseto Air Base(GRS)"
2543,31679,"Perugia San Francesco d'Assisi – Umbria International Airport,Perugia San Francesco d'Assisi – Umbria International Airport(PEG)"
2545,31688,"Ljubljana Jože Pučnik Airport,Ljubljana Jože Pučnik Airport(LJU)"
2546,31689,"Maribor Airport,Maribor Airport(MBX)"
2547,31694,"Portoroz Airport,Portoroz Airport(POW)"
2550,31742,"Kunovice Airport,Kunovice Airport(UHE)"
2551,31743,"Karlovy Vary International Airport,Karlovy Vary International Airport(KLV)"
2553,31754,"Ostrava Leos Janáček Airport,Ostrava Leos Janáček Airport(OSR)"
2555,31762,"Pardubice Airport,Pardubice Airport(PED)"
2556,31769,"Přerov Air Base,Přerov Air Base(PRV)"
2557,31770,"Václav Havel Airport Prague,Václav Havel Airport Prague(PRG)"
2558,31788,"Brno-Tuřany Airport,Brno-Tuřany Airport(BRQ)"
2559,31797,"Vodochody Airport,Vodochody Airport(VOD)"
2560,31876,"Ben Gurion International Airport,Ben Gurion International Airport(TLV)"
2562,31881,"Ramon Airport,Ramon Airport(ETM)"
2563,31887,"Haifa International Airport,Haifa International Airport(HFA)"
2564,31893,"Ben Ya'akov Airport,Ben Ya'akov Airport(RPN)"
2565,31899,"Bar Yehuda Airfield,Bar Yehuda Airfield(MTZ)"
2566,31900,"Nevatim Air Base,Nevatim Air Base(VTM)"
2567,31901,"Ovda International Airport,Ovda International Airport(VDA)"
2569,31905,"Ramon Air Base,Ramon Air Base(MIP)"
2570,31906,"Sde Dov Airport,Sde Dov Airport(SDV)"
2571,31913,"Malta International Airport,Malta International Airport(MLA)"
2573,32045,"Graz Airport,Graz Airport(GRZ)"
2574,32046,"Innsbruck Airport,Innsbruck Airport(INN)"
2575,32047,"Klagenfurt Airport,Klagenfurt Airport(KLU)"
2576,32048,"Linz Hörsching Airport,Linz Hörsching Airport(LNZ)"
2577,32049,"Salzburg Airport,Salzburg Airport(SZG)"
2578,32050,"Vienna International Airport,Vienna International Airport(VIE)"
2580,32061,"Alverca Air Base,Alverca Air Base(AVR)"
2581,32063,"Santa Maria Airport,Santa Maria Airport(SMA)"
2582,32064,"Bragança Airport,Bragança Airport(BGC)"
2583,32066,"Beja Airport / Airbase,Beja Airport / Airbase(BYJ)"
2584,32067,"Braga Municipal Aerodrome,Braga Municipal Aerodrome(BGZ)"
2587,32076,"Cascais Airport,Cascais Airport(CAT)"
2589,32081,"Flores Airport,Flores Airport(FLW)"
2590,32082,"Faro Airport,Faro Airport(FAO)"
2591,32084,"Graciosa Airport,Graciosa Airport(GRW)"
2592,32087,"Horta Airport,Horta Airport(HOR)"
2593,32092,"Lajes Airport,Lajes Airport(TER)"
2594,32094,"Madeira Airport,Madeira Airport(FNC)"
2595,32102,"Monte Real Air Base,Monte Real Air Base(QLR)"
2599,32111,"João Paulo II Airport,João Paulo II Airport(PDL)"
2600,32112,"Pico Airport,Pico Airport(PIX)"
2601,32114,"Portimão Airport,Portimão Airport(PRM)"
2602,32115,"Francisco de Sá Carneiro Airport,Francisco de Sá Carneiro Airport(OPO)"
2603,32116,"Porto Santo Airport,Porto Santo Airport(PXO)"
2604,32117,"Humberto Delgado Airport (Lisbon Portela Airport),Humberto Delgado Airport (Lisbon Portela Airport)(LIS)"
2605,32121,"São Jorge Airport,São Jorge Airport(SJZ)"
2610,32131,"Vila Real Airport,Vila Real Airport(VRL)"
2611,32132,"Aerodromo Goncalves Lobato (Viseu Airport),Aerodromo Goncalves Lobato (Viseu Airport)(VSE)"
2612,32135,"Banja Luka International Airport,Banja Luka International Airport(BNX)"
2613,32140,"Mostar International Airport,Mostar International Airport(OMO)"
2614,32142,"Sarajevo International Airport,Sarajevo International Airport(SJJ)"
2615,32143,"Tuzla International Airport,Tuzla International Airport(TZL)"
2619,32149,"Arad International Airport,Arad International Airport(ARW)"
2620,32150,"Bacău Airport,Bacău Airport(BCM)"
2621,32152,"Maramureș International Airport,Maramureș International Airport(BAY)"
2622,32153,"Băneasa International Airport,Băneasa International Airport(BBU)"
2623,32155,"Mihail Kogălniceanu International Airport,Mihail Kogălniceanu International Airport(CND)"
2624,32156,"Cluj-Napoca International Airport,Cluj-Napoca International Airport(CLJ)"
2625,32157,"Caransebeş Airport,Caransebeş Airport(CSB)"
2627,32159,"Craiova Airport,Craiova Airport(CRA)"
2628,32161,"Iaşi Airport,Iaşi Airport(IAS)"
2629,32163,"Oradea International Airport,Oradea International Airport(OMR)"
2630,32164,"Henri Coandă International Airport,Henri Coandă International Airport(OTP)"
2631,32168,"Sibiu International Airport,Sibiu International Airport(SBZ)"
2632,32169,"Satu Mare Airport,Satu Mare Airport(SUJ)"
2633,32170,"Suceava Stefan cel Mare Airport,Suceava Stefan cel Mare Airport(SCV)"
2634,32171,"Tulcea Airport,Tulcea Airport(TCE)"
2635,32172,"Transilvania Târgu Mureş International Airport,Transilvania Târgu Mureş International Airport(TGM)"
2636,32173,"Timişoara Traian Vuia Airport,Timişoara Traian Vuia Airport(TSR)"
2638,32279,"Geneva Cointrin International Airport,Geneva Cointrin International Airport(GVA)"
2639,32285,"Sion Airport,Sion Airport(SIR)"
2642,32293,"Emmen Air Base,Emmen Air Base(EML)"
2645,32332,"Lugano Airport,Lugano Airport(LUG)"
2646,32333,"Bern Belp Airport,Bern Belp Airport(BRN)"
2647,32338,"Grenchen Airport,Grenchen Airport(ZHI)"
2648,32339,"Zürich Airport,Zürich Airport(ZRH)"
2649,32348,"St Gallen Altenrhein Airport,St Gallen Altenrhein Airport(ACH)"
2650,32349,"Samedan Airport,Samedan Airport(SMV)"
2651,32377,"Esenboğa International Airport,Esenboğa International Airport(ESB)"
2652,32378,"Etimesgut Air Base,Etimesgut Air Base(ANK)"
2654,32380,"Adana Airport,Adana Airport(ADA)"
2655,32381,"İncirlik Air Base,İncirlik Air Base(UAB)"
2656,32382,"Afyon Airport,Afyon Airport(AFY)"
2657,32383,"Antalya International Airport,Antalya International Airport(AYT)"
2658,32384,"Gaziantep International Airport,Gaziantep International Airport(GZT)"
2659,32388,"Konya Airport,Konya Airport(KYA)"
2660,32394,"Malatya Erhaç Airport,Malatya Erhaç Airport(MLX)"
2661,32395,"Kayseri Erkilet Airport,Kayseri Erkilet Airport(ASR)"
2663,32397,"Tokat Airport,Tokat Airport(TJK)"
2664,32399,"Çardak Airport,Çardak Airport(DNZ)"
2665,32402,"Atatürk International Airport,Atatürk International Airport(ISL)"
2666,32406,"Balıkesir Merkez Airport,Balıkesir Merkez Airport(BZI)"
2667,32407,"Bandırma Airport,Bandırma Airport(BDM)"
2668,32408,"Çanakkale Airport,Çanakkale Airport(CKZ)"
2669,32409,"Eskişehir Air Base,Eskişehir Air Base(ESK)"
2670,32410,"Adnan Menderes International Airport,Adnan Menderes International Airport(ADB)"
2671,32412,"Çiğli Airport,Çiğli Airport(IGL)"
2672,32417,"Cengiz Topel Airport,Cengiz Topel Airport(KCO)"
2673,32418,"Bursa Yenişehir Airport,Bursa Yenişehir Airport(YEI)"
2674,32419,"Dalaman International Airport,Dalaman International Airport(DLM)"
2676,32421,"Tekirdağ Çorlu Airport,Tekirdağ Çorlu Airport(TEQ)"
2678,32425,"Anadolu Airport,Anadolu Airport(AOE)"
2679,32427,"Elazığ Airport,Elazığ Airport(EZS)"
2680,32428,"Diyarbakir Airport,Diyarbakir Airport(DIY)"
2681,32429,"Erzincan Airport,Erzincan Airport(ERC)"
2682,32430,"Erzurum International Airport,Erzurum International Airport(ERZ)"
2683,32431,"Kars Airport,Kars Airport(KSY)"
2684,32432,"Trabzon International Airport,Trabzon International Airport(TZX)"
2685,32433,"Şanlıurfa Airport,Şanlıurfa Airport(SFQ)"
2686,32434,"Van Ferit Melen Airport,Van Ferit Melen Airport(VAN)"
2687,32435,"Batman Airport,Batman Airport(BAL)"
2688,32436,"Muş Airport,Muş Airport(MSR)"
2689,32437,"Siirt Airport,Siirt Airport(SXZ)"
2690,32439,"Kahramanmaraş Airport,Kahramanmaraş Airport(KCM)"
2691,32440,"Ağrı Airport,Ağrı Airport(AJI)"
2692,32441,"Adıyaman Airport,Adıyaman Airport(ADF)"
2693,32442,"Mardin Airport,Mardin Airport(MQM)"
2694,32443,"Şanlıurfa GAP Airport,Şanlıurfa GAP Airport(GNY)"
2695,32444,"Şırnak Şerafettin Elçi Airport,Şırnak Şerafettin Elçi Airport(NKT)"
2696,32445,"Hakkari Yüksekova Airport,Hakkari Yüksekova Airport(YKO)"
2697,32446,"Hatay Airport,Hatay Airport(HTY)"
2698,32450,"Süleyman Demirel International Airport,Süleyman Demirel International Airport(ISE)"
2699,32451,"Balıkesir Körfez Airport,Balıkesir Körfez Airport(EDO)"
2700,32452,"Milas Bodrum International Airport,Milas Bodrum International Airport(BJV)"
2701,32454,"Sabiha Gökçen International Airport,Sabiha Gökçen International Airport(SAW)"
2702,32455,"Gazipaşa Airport,Gazipaşa Airport(GZP)"
2703,32464,"Bălți International Airport,Bălți International Airport(BZY)"
2706,32468,"Chişinău International Airport,Chişinău International Airport(KIV)"
2708,32470,"Lublin Airport,Lublin Airport(LUZ)"
2709,32535,"Ohrid St. Paul the Apostle Airport,Ohrid St. Paul the Apostle Airport(OHD)"
2710,32536,"Skopje Alexander the Great Airport,Skopje Alexander the Great Airport(SKP)"
2711,32537,"Gibraltar Airport,Gibraltar Airport(GIB)"
2712,32545,"Brak Airport,Brak Airport(BCQ)"
2713,32552,"Belgrade Nikola Tesla Airport,Belgrade Nikola Tesla Airport(BEG)"
2714,32556,"Batajnica Air Base,Batajnica Air Base(BJY)"
2715,32563,"Nis Airport,Nis Airport(INI)"
2716,32567,"Podgorica Airport,Podgorica Airport(TGD)"
2717,32576,"Tivat Airport,Tivat Airport(TIV)"
2718,32584,"M. R. Štefánik Airport,M. R. Štefánik Airport(BTS)"
2719,32588,"Košice Airport,Košice Airport(KSC)"
2721,32596,"Piešťany Airport,Piešťany Airport(PZY)"
2722,32603,"Sliač Airport,Sliač Airport(SLD)"
2724,32608,"Poprad-Tatry Airport,Poprad-Tatry Airport(TAT)"
2725,32610,"Žilina Airport,Žilina Airport(ILZ)"
2726,32725,"JAGS McCartney International Airport,JAGS McCartney International Airport(GDT)"
2727,32727,"North Caicos Airport,North Caicos Airport(NCA)"
2728,32729,"Providenciales Airport,Providenciales Airport(PLS)"
2729,32730,"South Caicos Airport,South Caicos Airport(XSC)"
2730,32836,"Maria Montez International Airport,Maria Montez International Airport(BRX)"
2731,32839,"Cabo Rojo Airport,Cabo Rojo Airport(CBJ)"
2732,32840,"Samaná El Catey International Airport,Samaná El Catey International Airport(AZS)"
2733,32847,"La Isabela International Airport,La Isabela International Airport(JBQ)"
2734,32851,"Casa De Campo International Airport,Casa De Campo International Airport(LRM)"
2735,32854,"Punta Cana International Airport,Punta Cana International Airport(PUJ)"
2736,32857,"Gregorio Luperon International Airport,Gregorio Luperon International Airport(POP)"
2737,32861,"Las Américas International Airport,Las Américas International Airport(SDQ)"
2739,32864,"Cibao International Airport,Cibao International Airport(STI)"
2740,32966,"Coban Airport,Coban Airport(CBV)"
2741,32971,"La Aurora Airport,La Aurora Airport(GUA)"
2742,32978,"Puerto Barrios Airport,Puerto Barrios Airport(PBR)"
2743,32983,"Rubelsanto Airport,Rubelsanto Airport(RUV)"
2744,32986,"Retalhuleu Airport,Retalhuleu Airport(RER)"
2745,32987,"San José Airport,San José Airport(GSJ)"
2746,32989,"Mundo Maya International Airport,Mundo Maya International Airport(FRS)"
2747,33072,"Goloson International Airport,Goloson International Airport(LCE)"
2748,33079,"Ramón Villeda Morales International Airport,Ramón Villeda Morales International Airport(SAP)"
2749,33100,"La Laguna Airport,La Laguna Airport(GJA)"
2750,33116,"Juan Manuel Galvez International Airport,Juan Manuel Galvez International Airport(RTB)"
2751,33121,"Coronel Enrique Soto Cano Air Base,Coronel Enrique Soto Cano Air Base(XPL)"
2752,33130,"Tela Airport,Tela Airport(TEA)"
2753,33131,"Toncontín International Airport,Toncontín International Airport(TGU)"
2754,33133,"Trujillo Airport,Trujillo Airport(TJI)"
2755,33256,"Boscobel Aerodrome,Boscobel Aerodrome(OCJ)"
2756,33257,"Norman Manley International Airport,Norman Manley International Airport(KIN)"
2757,33258,"Sangster International Airport,Sangster International Airport(MBJ)"
2758,33259,"Ken Jones Airport,Ken Jones Airport(POT)"
2759,33263,"Tinson Pen Airport,Tinson Pen Airport(KTP)"
2760,33326,"General Juan N Alvarez International Airport,General Juan N Alvarez International Airport(ACA)"
2761,33328,"Del Norte International Airport,Del Norte International Airport(NTR)"
2762,33329,"Jesús Terán Paredo International Airport,Jesús Terán Paredo International Airport(AGU)"
2763,33330,"Bahías de Huatulco International Airport,Bahías de Huatulco International Airport(HUX)"
2764,33332,"General Mariano Matamoros Airport,General Mariano Matamoros Airport(CVJ)"
2765,33334,"Ciudad del Carmen International Airport,Ciudad del Carmen International Airport(CME)"
2766,33337,"Bachigualato Federal International Airport,Bachigualato Federal International Airport(CUL)"
2767,33338,"Chetumal International Airport,Chetumal International Airport(CTM)"
2768,33339,"Ciudad Obregón International Airport,Ciudad Obregón International Airport(CEN)"
2769,33341,"Ingeniero Alberto Acuña Ongay International Airport,Ingeniero Alberto Acuña Ongay International Airport(CPE)"
2770,33342,"Abraham González International Airport,Abraham González International Airport(CJS)"
2771,33343,"Chichen Itza International Airport,Chichen Itza International Airport(CZA)"
2772,33344,"General Roberto Fierro Villalobos International Airport,General Roberto Fierro Villalobos International Airport(CUU)"
2773,33345,"General Pedro Jose Mendez International Airport,General Pedro Jose Mendez International Airport(CVM)"
2774,33346,"Captain Rogelio Castillo National Airport,Captain Rogelio Castillo National Airport(CYW)"
2775,33347,"Cozumel International Airport,Cozumel International Airport(CZM)"
2776,33348,"Ciudad Constitución Airport,Ciudad Constitución Airport(CUA)"
2777,33350,"General Guadalupe Victoria International Airport,General Guadalupe Victoria International Airport(DGO)"
2778,33351,"Amado Nervo National Airport,Amado Nervo National Airport(TPQ)"
2779,33354,"Don Miguel Hidalgo Y Costilla International Airport,Don Miguel Hidalgo Y Costilla International Airport(GDL)"
2780,33355,"General José María Yáñez International Airport,General José María Yáñez International Airport(GYM)"
2781,33359,"General Ignacio P. Garcia International Airport,General Ignacio P. Garcia International Airport(HMO)"
2782,33360,"Licenciado Miguel de la Madrid Airport,Licenciado Miguel de la Madrid Airport(CLQ)"
2783,33362,"Plan De Guadalupe International Airport,Plan De Guadalupe International Airport(SLW)"
2784,33363,"Ixtepec Airport,Ixtepec Airport(IZT)"
2785,33364,"El Lencero Airport,El Lencero Airport(JAL)"
2786,33366,"Lázaro Cárdenas Airport,Lázaro Cárdenas Airport(LZC)"
2787,33367,"Valle del Fuerte International Airport,Valle del Fuerte International Airport(LMM)"
2788,33368,"Del Bajío International Airport,Del Bajío International Airport(BJX)"
2789,33369,"Manuel Márquez de León International Airport,Manuel Márquez de León International Airport(LAP)"
2790,33370,"Loreto International Airport,Loreto International Airport(LTO)"
2791,33371,"General Servando Canales International Airport,General Servando Canales International Airport(MAM)"
2792,33372,"Licenciado Manuel Crescencio Rejon Int Airport,Licenciado Manuel Crescencio Rejon Int Airport(MID)"
2793,33374,"General Rodolfo Sánchez Taboada International Airport,General Rodolfo Sánchez Taboada International Airport(MXL)"
2794,33375,"General Francisco J. Mujica International Airport,General Francisco J. Mujica International Airport(MLM)"
2795,33376,"Minatitlán/Coatzacoalcos National Airport,Minatitlán/Coatzacoalcos National Airport(MTT)"
2796,33377,"Monclova International Airport,Monclova International Airport(LOV)"
2797,33378,"Licenciado Benito Juarez International Airport,Licenciado Benito Juarez International Airport(MEX)"
2798,33379,"General Mariano Escobedo International Airport,General Mariano Escobedo International Airport(MTY)"
2799,33380,"General Rafael Buelna International Airport,General Rafael Buelna International Airport(MZT)"
2800,33382,"Quetzalcóatl International Airport,Quetzalcóatl International Airport(NLD)"
2801,33383,"Xoxocotlán International Airport,Xoxocotlán International Airport(OAX)"
2802,33384,"El Tajín National Airport,El Tajín National Airport(PAZ)"
2803,33385,"Hermanos Serdán International Airport,Hermanos Serdán International Airport(PBC)"
2804,33388,"Piedras Negras International Airport,Piedras Negras International Airport(PDS)"
2805,33390,"Licenciado y General Ignacio Lopez Rayon Airport,Licenciado y General Ignacio Lopez Rayon Airport(UPN)"
2806,33393,"Licenciado Gustavo Díaz Ordaz International Airport,Licenciado Gustavo Díaz Ordaz International Airport(PVR)"
2807,33394,"Puerto Escondido International Airport,Puerto Escondido International Airport(PXM)"
2808,33395,"Querétaro Intercontinental Airport,Querétaro Intercontinental Airport(QRO)"
2809,33396,"General Lucio Blanco International Airport,General Lucio Blanco International Airport(REX)"
2810,33398,"Los Cabos International Airport,Los Cabos International Airport(SJD)"
2812,33403,"Ponciano Arriaga International Airport,Ponciano Arriaga International Airport(SLP)"
2814,33406,"Francisco Sarabia International Airport,Francisco Sarabia International Airport(TRC)"
2815,33407,"Angel Albino Corzo International Airport,Angel Albino Corzo International Airport(TGZ)"
2816,33408,"General Abelardo L. Rodríguez International Airport,General Abelardo L. Rodríguez International Airport(TIJ)"
2817,33409,"General Francisco Javier Mina International Airport,General Francisco Javier Mina International Airport(TAM)"
2818,33411,"Licenciado Adolfo Lopez Mateos International Airport,Licenciado Adolfo Lopez Mateos International Airport(TLC)"
2819,33412,"Tapachula International Airport,Tapachula International Airport(TAP)"
2820,33414,"Cancún International Airport,Cancún International Airport(CUN)"
2821,33416,"Carlos Rovirosa Pérez International Airport,Carlos Rovirosa Pérez International Airport(VSA)"
2822,33417,"General Heriberto Jara International Airport,General Heriberto Jara International Airport(VER)"
2823,33418,"General Leobardo C. Ruiz International Airport,General Leobardo C. Ruiz International Airport(ZCL)"
2824,33419,"Ixtapa Zihuatanejo International Airport,Ixtapa Zihuatanejo International Airport(ZIH)"
2825,33421,"Playa De Oro International Airport,Playa De Oro International Airport(ZLO)"
2826,33528,"Bluefields Airport,Bluefields Airport(BEF)"
2827,33547,"Augusto C. Sandino (Managua) International Airport,Augusto C. Sandino (Managua) International Airport(MGA)"
2828,33551,"Puerto Cabezas Airport,Puerto Cabezas Airport(PUZ)"
2829,33674,"Bocas Del Toro International Airport,Bocas Del Toro International Airport(BOC)"
2830,33675,"Alonso Valderrama Airport,Alonso Valderrama Airport(CTD)"
2831,33676,"Cap Manuel Niño International Airport,Cap Manuel Niño International Airport(CHX)"
2832,33677,"Enrique Malek International Airport,Enrique Malek International Airport(DAV)"
2833,33678,"Enrique Adolfo Jimenez Airport,Enrique Adolfo Jimenez Airport(ONX)"
2834,33685,"Marcos A. Gelabert International Airport,Marcos A. Gelabert International Airport(PAC)"
2835,33689,"Ruben Cantu Airport,Ruben Cantu Airport(SYP)"
2836,33690,"Tocumen International Airport,Tocumen International Airport(PTY)"
2837,33705,"Aerotortuguero Airport,Aerotortuguero Airport(TTQ)"
2838,33708,"Buenos Aires Airport,Buenos Aires Airport(BAI)"
2839,33710,"Barra del Colorado Airport,Barra del Colorado Airport(BCL)"
2840,33717,"Coto 47 Airport,Coto 47 Airport(OTR)"
2841,33743,"Golfito Airport,Golfito Airport(GLF)"
2842,33744,"Guapiles Airport,Guapiles Airport(GPL)"
2843,33756,"Daniel Oduber Quiros International Airport,Daniel Oduber Quiros International Airport(LIR)"
2844,33757,"Los Chiles Airport,Los Chiles Airport(LSL)"
2845,33763,"Limon International Airport,Limon International Airport(LIO)"
2846,33777,"Nosara Airport,Nosara Airport(NOB)"
2847,33778,"Juan Santamaria International Airport,Juan Santamaria International Airport(SJO)"
2848,33783,"Puerto Jimenez Airport,Puerto Jimenez Airport(PJM)"
2849,33786,"Palmar Sur Airport,Palmar Sur Airport(PMZ)"
2850,33792,"Tobias Bolanos International Airport,Tobias Bolanos International Airport(SYQ)"
2851,33795,"Quepos Managua Airport,Quepos Managua Airport(XQP)"
2852,33816,"San Vito De Java Airport,San Vito De Java Airport(TOO)"
2853,33824,"Upala Airport,Upala Airport(UPL)"
2854,33939,"Monseñor Óscar Arnulfo Romero International Airport,Monseñor Óscar Arnulfo Romero International Airport(SAL)"
2856,34052,"Les Cayes Airport,Les Cayes Airport(CYA)"
2857,34053,"Cap Haitien International Airport,Cap Haitien International Airport(CAP)"
2858,34055,"Jacmel Airport,Jacmel Airport(JAK)"
2859,34056,"Jérémie Airport,Jérémie Airport(JEE)"
2860,34057,"Toussaint Louverture International Airport,Toussaint Louverture International Airport(PAP)"
2861,34058,"Port-de-Paix Airport,Port-de-Paix Airport(PAX)"
2862,34149,"Gustavo Rizo Airport,Gustavo Rizo Airport(BCA)"
2863,34153,"Carlos Manuel de Cespedes Airport,Carlos Manuel de Cespedes Airport(BYM)"
2864,34154,"Maximo Gomez Airport,Maximo Gomez Airport(AVI)"
2865,34156,"Jardines Del Rey Airport,Jardines Del Rey Airport(CCC)"
2866,34158,"Jaime Gonzalez Airport,Jaime Gonzalez Airport(CFG)"
2867,34159,"Vilo Acuña International Airport,Vilo Acuña International Airport(CYO)"
2868,34160,"Ignacio Agramonte International Airport,Ignacio Agramonte International Airport(CMW)"
2869,34162,"Antonio Maceo International Airport,Antonio Maceo International Airport(SCU)"
2870,34167,"Leeward Point Field,Leeward Point Field(NBW)"
2871,34168,"Mariana Grajales Airport,Mariana Grajales Airport(GAO)"
2872,34169,"José Martí International Airport,José Martí International Airport(HAV)"
2873,34170,"Frank Pais International Airport,Frank Pais International Airport(HOG)"
2874,34172,"Kawama Airport,Kawama Airport(VRO)"
2875,34174,"La Coloma Airport,La Coloma Airport(LCL)"
2876,34180,"Orestes Acosta Airport,Orestes Acosta Airport(MOA)"
2877,34182,"Sierra Maestra Airport,Sierra Maestra Airport(MZO)"
2878,34183,"San Nicolas De Bari Airport,San Nicolas De Bari Airport(QSN)"
2879,34185,"Rafael Cabrera Airport,Rafael Cabrera Airport(GER)"
2880,34188,"Playa Baracoa Airport,Playa Baracoa Airport(UPB)"
2881,34190,"Pinar Del Rio Airport,Pinar Del Rio Airport(QPD)"
2882,34192,"Abel Santamaria Airport,Abel Santamaria Airport(SNU)"
2883,34194,"San Julian Air Base,San Julian Air Base(SNJ)"
