,Unnamed: 0,name,iso_country,municipality,iata_code
0,1438,Loring Seaplane Base,US,Loring,WLR
1,1574,Port Alice Seaplane Base,US,Port Alice,PTC
2,1758,Port Protection Seaplane Base,US,Port Protection,PPV
3,2383,Ellamar Seaplane Base,US,Ellamar,ELW
4,3642,Entrance Island Seaplane Base,US,Entrance Island,HBH
5,3646,False Island Seaplane Base,US,False Island,FAK
6,4728,Golden Horn Lodge Seaplane Base,US,Golden Horn Lodge,GDH
7,5730,Hyder Seaplane Base,US,Hyder,WHD
8,6053,Tokeen Seaplane Base,US,Tokeen,TKI
9,6187,Aleknagik / New Airport,US,Aleknagik,WKK
10,6381,Ketchikan Harbor Seaplane Base,US,Ketchikan,WFB
11,6730,Lake Brooks Seaplane Base,US,Katmai National Park,BKF
12,7432,New York Skyports Inc Seaplane Base,US,New York,QNY
13,8041,Yes Bay Lodge Seaplane Base,US,Yes Bay,WYB
14,8741,Port of Poulsbo Marina Moorage Seaplane Base,US,Poulsbo,PUL
15,8766,Meyers Chuck Seaplane Base,US,Meyers Chuck,WMK
16,9714,Whale Pass Seaplane Float Harbor Facility,US,Whale Pass,WWP
17,10077,Philadelphia Seaplane Base,US,Essington,PSQ
18,10325,Saginaw Seaplane Base,US,Saginaw Bay,SGW
19,10383,Jebel Ali Seaplane Base,AE,Jebel Ali,DJH
20,10422,Kondavattavana Tank Seaplane Base,LK,Ampara,AFK
21,10435,Honiara International Airport,SB,Honiara,HIR
23,10462,Hongyuan Airport,CN,Aba,AHJ
24,10524,Tikchik Lodge Seaplane Base,US,Tikchik,KTH
25,10530,Naukati Bay Seaplane Base,US,Tuxekan Island,NKI
26,10548,Amook Bay Seaplane Base,US,Amook Bay,AOS
27,10670,Alitak Seaplane Base,US,Lazy Bay,ALZ
28,10686,Nauru International Airport,NR,Yaren District,INU
29,11627,Hayman Island Resort Seaplane Base,AU,Hayman Island,HIS
30,11648,Alxa Left Banner Bayanhot Airport,CN,Bayanhot,AXF
31,11652,Buka Airport,PG,Buka Island,BUA
32,11659,Chimbu Airport,PG,Kundiawa,CMU
33,11668,Daru Airport,PG,Daru,DAU
34,11691,Goroka Airport,PG,Goronka,GKA
35,11698,Gurney Airport,PG,Gurney,GUR
36,11702,Girua Airport,PG,Popondetta,PNP
37,11711,Kimbe Airport,PG,Hoskins,HKN
38,11739,Kerema Airport,PG,Kerema,KMA
39,11744,Kavieng Airport,PG,Kavieng,KVG
40,11758,Yas Island Seaplane Base,AE,Abu Dhabi,AYM
41,11761,Madang Airport,PG,Madang,MAG
42,11762,Mount Hagen Kagamuga Airport,PG,Mount Hagen,HGU
43,11765,Mendi Airport,PG,Mendi,MDU
44,11766,Momote Airport,PG,Manus Island,MAS
45,11778,Nadzab Airport,PG,Lae,LAE
46,11800,Port Moresby Jacksons International Airport,PG,Port Moresby,POM
47,11839,Tokua Airport,PG,Tokua,RAB
48,11869,Vanimo Airport,PG,Vanimo,VAI
50,11875,Wewak International Airport,PG,Wewak,WWK
51,11890,Arugam Bay SPB,LK,Pottuvil,AYY
52,11911,Zabrat Airport,AZ,Baku,ZXT
53,12049,Benguera Island Airport,MZ,Benguera Island,BCW
54,12140,Bezmer Air Base,BG,Yambol,JAM
55,12141,Aasiaat Airport,GL,Aasiaat,JEG
56,12149,Narsarsuaq Airport,GL,Narsarsuaq,UAK
57,12159,Godthaab / Nuuk Airport,GL,Nuuk,GOH
58,12197,Kangerlussuaq Airport,GL,Kangerlussuaq,SFJ
59,12206,Thule Air Base,GL,Thule,THU
60,12220,Akureyri Airport,IS,Akureyri,AEY
61,12231,Egilsstaðir Airport,IS,Egilsstaðir,EGS
62,12247,Hornafjörður Airport,IS,Höfn,HFN
63,12251,Húsavík Airport,IS,Húsavík,HZK
64,12257,Ísafjörður Airport,IS,Ísafjörður,IFJ
65,12261,Keflavik International Airport,IS,Reykjavík,KEF
66,12277,Reykjavik Airport,IS,Reykjavik,RKV
67,12284,Siglufjörður Airport,IS,Siglufjörður,SIJ
68,12301,Vestmannaeyjar Airport,IS,Vestmannaeyjar,VEY
69,12307,Bentota River Waterdrome,LK,Bentota,BJT
70,12308,Priština International Airport,XK,Prishtina,PRN
71,12318,Baranof Warm Springs Float and Seaplane Base,US,Baranof,BNF
72,12347,Bartlett Cove Seaplane Base,US,Gustavus,BQV
73,12787,Bimini North Seaplane Base,BS,Bimini,NSB
74,12851,Blue Lagoon Seaplane Base,FJ,Nanuya Lailai Island,BXL
75,12893,Beira Lake Seaplane Base,LK,Colombo,BYV
76,12902,Big Creek Airport,BZ,Big Creek,BGK
77,12903,Caye Caulker Airport,BZ,Caye Caulker,CUK
78,12904,Caye Chapel Airport,BZ,Caye Chapel,CYC
79,12905,Corozal Municipal Airport,BZ,Corozal,CZH
80,12906,Dangriga Airport,BZ,Dangriga,DGA
81,12910,Placencia Airport,BZ,Placencia,PLJ
82,12911,Punta Gorda Airport,BZ,Punta Gorda,PND
83,12912,Sartaneja Airport,BZ,Sartaneja,SJX
84,12913,San Pedro Airport,BZ,San Pedro,SPR
85,12917,Belize City Municipal Airport,BZ,Belize City,TZA
86,12918,Bazaruto Island Airport,MZ,Bazaruto Island,BZB
87,13761,Bedwell Harbour Seaplane Base,CA,Bedwell Harbour,YBW
88,13762,Tofino Harbour Seaplane Base,CA,Tofino Harbour,YTP
89,13768,Nanaimo Harbour Water Airport,CA,Nanaimo,ZNA
90,13778,Campbell River Seaplane Base,CA,Campbell River,YHH
91,13780,Whistler/Green Lake Water Aerodrome,CA,Whistler,YWS
92,13782,Bamfield Seaplane Base,CA,Bamfield,YBF
93,13785,Big Bay Seaplane Base,CA,Stuart Island,YIG
95,13791,Ocean Falls Seaplane Base,CA,Ocean Falls,ZOF
96,13813,Tahsis Seaplane Base,CA,Tahsis,ZTS
97,13827,Kitkatla Seaplane Base,CA,Kitkatla,YKK
99,13854,Rivers Inlet Seaplane Base,CA,Rivers Inlet,YRN
100,13859,Sullivan Bay Seaplane Base,CA,Sullivan Bay,YTG
102,13869,Bella Bella/Shearwater Seaplane Base,CA,Bella Bella,YSX
103,13874,Ganges Seaplane Base,CA,Salt Spring Island,YGG
104,13878,Hartley Bay Seaplane Base,CA,Hartley Bay,YTB
105,14501,Craig Seaplane Base,US,Craig,CGA
106,14575,Chomley Seaplane Base,US,Chomley,CIV
107,14657,Fort Reliance Seaplane Base,CA,Fort Reliance,YFL
108,15086,Yinchuan Hedong International Airport,CN,Yinchuan,INC
109,15087,Yuanmou Air Base,CN,Yuanmou,YUA
110,15099,Zhangjiakou Ningyuan Airport,CN,Zhangjiakou,ZQZ
112,15115,Lintsang Airfield,CN,Lincang,LNJ
113,15121,Shigatse Air Base,CN,Xigazê,RKZ
114,15125,Bao'anying Airport,CN,Panzhihua,PZI
115,15136,Foshan Shadi Airport,CN,Foshan,FUO
116,15143,Huizhou Airport,CN,Huizhou,HUZ
117,15154,Shaoguan Guitou Airport,CN,Shaoguan,HSC
118,15156,Jinggangshan Airport,CN,Ji'an,JGS
119,15157,Baise Youjiang Airport,CN,Baise,AEB
120,15163,Dongying Shengli Airport,CN,Dongying,DOY
122,15178,Altay Air Base,CN,Altay,AAT
123,15185,Tianshui Maijishan Airport,CN,Tianshui,THQ
124,15195,Zhangye Ganzhou Airport,CN,Zhangye,YZY
125,15216,Dandong Airport,CN,Dandong,DDG
126,15333,White River Seaplane Base,CA,White River,YWR
127,15689,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,CA,Frying Pan Island,YSI
128,16060,Chute-Des-Passes/Lac Margane Seaplane Base,CA,Chutes-des-Passes,YWQ
129,16080,Ottawa / Rockcliffe Seaplane Base,CA,Ottawa,TR7
130,16207,Lefkoniko Airport,CY,Geçitkale,GEC
131,16216,Cat Lake Airport,CA,Cat Lake,YAC
132,16218,Fort Frances Municipal Airport,CA,Fort Frances,YAG
133,16219,La Grande-4 Airport,CA,La Grande-4,YAH
134,16220,Alert Bay Airport,CA,Alert Bay,YAL
135,16221,Sault Ste Marie Airport,CA,Sault Ste Marie,YAM
136,16222,Kasabonika Airport,CA,Kasabonika,XKS
137,16223,Kangirsuk Airport,CA,Kangirsuk,YKG
138,16224,Attawapiskat Airport,CA,Attawapiskat,YAT
139,16229,St. Anthony Airport,CA,St. Anthony,YAY
140,16230,Tofino / Long Beach Airport,CA,Tofino,YAZ
141,16233,Kugaaruk Airport,CA,Kugaaruk,YBB
142,16234,Baie Comeau Airport,CA,Baie-Comeau,YBC
143,16235,Bella Coola Airport,CA,Bella Coola,QBC
144,16236,Uranium City Airport,CA,Uranium City,YBE
145,16237,Bonnyville Airport,CA,Bonnyville,YBY
146,16238,CFB Bagotville,CA,Bagotville,YBG
147,16239,Baker Lake Airport,CA,Baker Lake,YBK
148,16240,Campbell River Airport,CA,Campbell River,YBL
149,16243,Tadoule Lake Airport,CA,Tadoule Lake,XTL
150,16244,Brandon Municipal Airport,CA,Brandon,YBR
151,16245,Brochet Airport,CA,Brochet,YBT
152,16247,Berens River Airport,CA,Berens River,YBV
153,16249,Lourdes de Blanc Sablon Airport,CA,Lourdes-De-Blanc-Sablon,YBX
154,16250,Cartwright Airport,CA,Cartwright,YRF
155,16251,Cambridge Bay Airport,CA,Cambridge Bay,YCB
156,16252,Cornwall Regional Airport,CA,Cornwall,YCC
157,16253,Nanaimo Airport,CA,Nanaimo,YCD
158,16254,Centralia / James T. Field Memorial Aerodrome,CA,Centralia,YCE
159,16255,Castlegar/West Kootenay Regional Airport,CA,Castlegar,YCG
160,16256,Miramichi Airport,CA,Miramichi,YCH
161,16258,Charlo Airport,CA,Charlo,YCL
162,16259,Cochrane Airport,CA,Cochrane,YCN
163,16260,Kugluktuk Airport,CA,Kugluktuk,YCO
164,16262,Chetwynd Airport,CA,Chetwynd,YCQ
165,16263,Cross Lake (Charlie Sinclair Memorial) Airport,CA,Cross Lake,YCR
166,16264,Chesterfield Inlet Airport,CA,Chesterfield Inlet,YCS
167,16269,Clyde River Airport,CA,Clyde River,YCY
168,16272,Dawson City Airport,CA,Dawson City,YDA
169,16273,Burwash Airport,CA,Burwash,YDB
170,16275,Deer Lake Airport,CA,Deer Lake,YDF
171,16278,Ross River Airport,CA,Ross River,XRR
172,16279,Dauphin Barker Airport,CA,Dauphin,YDN
173,16280,Dolbeau St Felicien Airport,CA,Dolbeau-St-Félicien,YDO
174,16281,Nain Airport,CA,Nain,YDP
175,16282,Dawson Creek Airport,CA,Dawson Creek,YDQ
176,16286,Edmonton International Airport,CA,Edmonton,YEG
177,16287,Arviat Airport,CA,Arviat,YEK
178,16288,Elliot Lake Municipal Airport,CA,Elliot Lake,YEL
179,16289,Manitoulin East Municipal Airport,CA,Manitowaning,YEM
180,16290,Estevan Airport,CA,Estevan,YEN
181,16291,Fort Severn Airport,CA,Fort Severn,YER
182,16293,Edson Airport,CA,Edson,YET
183,16295,Inuvik Mike Zubko Airport,CA,Inuvik,YEV
184,16296,Amos/Magny Airport,CA,Amos,YEY
185,16297,Fort Albany Airport,CA,Fort Albany,YFA
186,16298,Iqaluit Airport,CA,Iqaluit,YFB
187,16299,Fredericton Airport,CA,Fredericton,YFC
188,16301,Forestville Airport,CA,Forestville,YFE
189,16302,Fort Hope Airport,CA,Fort Hope,YFH
190,16303,La Macaza / Mont-Tremblant International Inc Airport,CA,Rivière Rouge,YTM
191,16304,Flin Flon Airport,CA,Flin Flon,YFO
192,16305,Fort Resolution Airport,CA,Fort Resolution,YFR
193,16306,Fort Simpson Airport,CA,Fort Simpson,YFS
194,16307,Makkovik Airport,CA,Makkovik,YMN
195,16308,Texada Gillies Bay Airport,CA,Texada,YGB
196,16311,Fort Good Hope Airport,CA,Fort Good Hope,YGH
197,16312,Kingston Norman Rogers Airport,CA,Kingston,YGK
198,16313,La Grande Rivière Airport,CA,La Grande Rivière,YGL
199,16314,Gimli Industrial Park Airport,CA,Gimli,YGM
200,16315,Gods Lake Narrows Airport,CA,Gods Lake Narrows,YGO
201,16316,Gaspé (Michel-Pouliot) Airport,CA,Gaspé,YGP
202,16317,Geraldton Greenstone Regional Airport,CA,Geraldton,YGQ
203,16318,Îles-de-la-Madeleine Airport,CA,Îles-de-la-Madeleine,YGR
204,16319,Igloolik Airport,CA,Igloolik,YGT
205,16320,Havre St Pierre Airport,CA,Havre St-Pierre,YGV
206,16321,Kuujjuarapik Airport,CA,Kuujjuarapik,YGW
207,16322,Gillam Airport,CA,Gillam,YGX
208,16323,Grise Fiord Airport,CA,Grise Fiord,YGZ
209,16324,Quaqtaq Airport,CA,Quaqtaq,YQC
210,16326,Vancouver Harbour Water Aerodrome,CA,Vancouver,CXH
211,16327,Dryden Regional Airport,CA,Dryden,YHD
212,16328,Hope Airport,CA,Hope,YHE
213,16329,Hearst René Fontaine Municipal Airport,CA,Hearst,YHF
214,16330,Nemiscau Airport,CA,Nemiscau,YNS
215,16331,Ulukhaktok Holman Airport,CA,Ulukhaktok,YHI
216,16332,Gjoa Haven Airport,CA,Gjoa Haven,YHK
217,16333,John C. Munro Hamilton International Airport,CA,Hamilton,YHM
218,16334,Hornepayne Municipal Airport,CA,Hornepayne,YHN
219,16335,Hopedale Airport,CA,Hopedale,YHO
220,16336,Chevery Airport,CA,Chevery,YHR
221,16338,Haines Junction Airport,CA,Haines Junction,YHT
222,16339,Montréal / Saint-Hubert Airport,CA,Montréal,YHU
223,16340,Hay River / Merlyn Carter Airport,CA,Hay River,YHY
224,16341,Halifax / Stanfield International Airport,CA,Halifax,YHZ
225,16342,Atikokan Municipal Airport,CA,Atikokan,YIB
226,16343,Digby / Annapolis Regional Airport,CA,Digby,YDG
227,16344,St Augustin Airport,CA,St-Augustin,YIF
228,16345,Ivujivik Airport,CA,Ivujivik,YIK
229,16346,Pond Inlet Airport,CA,Pond Inlet,YIO
230,16347,Island Lake Airport,CA,Island Lake,YIV
231,16349,Fort Liard Airport,CA,Fort Liard,YJF
232,16351,St Jean Airport,CA,St Jean,YJN
233,16354,Stephenville Airport,CA,Stephenville,YJT
234,16355,Kamloops Airport,CA,Kamloops,YKA
235,16357,Aklavik/Freddie Carmichael Airport,CA,Aklavik,LAK
236,16358,Waterloo Airport,CA,Kitchener,YKF
237,16359,Kangiqsujuaq (Wakeham Bay) Airport,CA,Kangiqsujuaq,YWB
238,16360,Key Lake Airport,CA,Key Lake,YKJ
239,16361,Schefferville Airport,CA,Schefferville,YKL
240,16363,Akulivik Airport,CA,Akulivik,AKV
241,16364,Waskaganish Airport,CA,Waskaganish,YKQ
242,16365,Kirkland Lake Airport,CA,Kirkland Lake,YKX
243,16366,Kindersley Airport,CA,Kindersley,YKY
244,16367,Buttonville Municipal Airport,CA,Toronto,YKZ
245,16368,Aupaluk Airport,CA,Aupaluk,YPJ
246,16370,Kimmirut Airport,CA,Kimmirut,YLC
247,16371,Chapleau Airport,CA,Chapleau,YLD
248,16372,Lansdowne House Airport,CA,Lansdowne House,YLH
249,16374,Meadow Lake Airport,CA,Meadow Lake,YLJ
250,16375,Lutselk'e Airport,CA,Lutselk'e,YSG
251,16376,Lloydminster Airport,CA,Lloydminster,YLL
252,16378,Leaf Rapids Airport,CA,Leaf Rapids,YLR
253,16380,Alert Airport,CA,Alert,YLT
254,16381,Kangiqsualujjuaq (Georges River) Airport,CA,Kangiqsualujjuaq,XGR
255,16382,Kelowna International Airport,CA,Kelowna,YLW
256,16383,Chatham Seaplane Base,US,Chatham,CYM
257,16384,Mayo Airport,CA,Mayo,YMA
258,16385,Matane Airport,CA,Matane,YME
259,16386,Manitouwadge Airport,CA,Manitouwadge,YMG
260,16387,Mary's Harbour Airport,CA,Mary's Harbour,YMH
261,16388,Moose Jaw Air Vice Marshal C. M. McEwen Airport,CA,Moose Jaw,YMJ
262,16389,Charlevoix Airport,CA,Charlevoix,YML
263,16390,Fort McMurray Airport,CA,Fort McMurray,YMM
264,16391,Moosonee Airport,CA,Moosonee,YMO
265,16392,Chapais Airport,CA,Chibougamau,YMT
266,16393,Umiujaq Airport,CA,Umiujaq,YUD
267,16395,Montreal International (Mirabel) Airport,CA,Montréal,YMX
268,16398,Natashquan Airport,CA,Natashquan,YNA
269,16399,Wemindji Airport,CA,Wemindji,YNC
270,16400,Ottawa / Gatineau Airport,CA,Gatineau,YND
271,16401,Norway House Airport,CA,Norway House,YNE
272,16404,Points North Landing Airport,CA,Points North Landing,YNL
273,16405,Matagami Airport,CA,Matagami,YNM
274,16408,Ekati Airport,CA,Ekati,YOA
275,16409,Old Crow Airport,CA,Old Crow,YOC
276,16410,CFB Cold Lake,CA,Cold Lake,YOD
277,16411,Oxford House Airport,CA,Oxford House,YOH
278,16412,High Level Airport,CA,High Level,YOJ
279,16413,Toronto/Oshawa Executive Airport,CA,Oshawa,YOO
280,16414,Rainbow Lake Airport,CA,Rainbow Lake,YOP
281,16415,Owen Sound / Billy Bishop Regional Airport,CA,Owen Sound,YOS
282,16416,Ottawa Macdonald-Cartier International Airport,CA,Ottawa,YOW
283,16419,Prince Albert Glass Field,CA,Prince Albert,YPA
284,16420,Paulatuk (Nora Aliqatchialuk Ruben) Airport,CA,Paulatuk,YPC
285,16421,Port Hawkesbury Airport,CA,Port Hawkesbury,YPS
286,16422,Peace River Airport,CA,Peace River,YPE
287,16423,Southport Airport,CA,Portage la Prairie,YPG
288,16424,Inukjuak Airport,CA,Inukjuak,YPH
289,16426,Pickle Lake Airport,CA,Pickle Lake,YPL
290,16427,Pikangikum Airport,CA,Pikangikum,YPM
291,16428,Port Menier Airport,CA,Port-Menier,YPN
292,16429,Peawanuck Airport,CA,Peawanuck,YPO
293,16431,Peterborough Airport,CA,Peterborough,YPQ
294,16432,Prince Rupert Airport,CA,Prince Rupert,YPR
295,16436,Powell River Airport,CA,Powell River,YPW
296,16437,Puvirnituq Airport,CA,Puvirnituq,YPX
297,16438,Fort Chipewyan Airport,CA,Fort Chipewyan,YPY
298,16440,Muskoka Airport,CA,Muskoka,YQA
299,16441,Quebec Jean Lesage International Airport,CA,Quebec,YQB
300,16442,The Pas Airport,CA,The Pas,YQD
301,16443,Red Deer Regional Airport,CA,Red Deer,YQF
302,16444,Windsor Airport,CA,Windsor,YQG
303,16445,Watson Lake Airport,CA,Watson Lake,YQH
304,16446,Yarmouth Airport,CA,Yarmouth,YQI
305,16447,Kenora Airport,CA,Kenora,YQK
306,16448,Lethbridge County Airport,CA,Lethbridge,YQL
307,16449,Greater Moncton International Airport,CA,Moncton,YQM
308,16450,Nakina Airport,CA,Nakina,YQN
309,16451,Comox Airport,CA,Comox,YQQ
310,16452,Regina International Airport,CA,Regina,YQR
311,16453,St Thomas Municipal Airport,CA,St Thomas,YQS
312,16454,Thunder Bay Airport,CA,Thunder Bay,YQT
313,16455,Grande Prairie Airport,CA,Grande Prairie,YQU
314,16456,Yorkton Municipal Airport,CA,Yorkton,YQV
315,16457,North Battleford Airport,CA,North Battleford,YQW
316,16458,Gander International Airport,CA,Gander,YQX
317,16459,Sydney / J.A. Douglas McCurdy Airport,CA,Sydney,YQY
318,16460,Quesnel Airport,CA,Quesnel,YQZ
319,16461,Rae Lakes Airport,CA,Gamètì,YRA
320,16462,Resolute Bay Airport,CA,Resolute Bay,YRB
321,16464,Rivière-du-Loup Airport,CA,Rivière-du-Loup,YRI
322,16465,Roberval Airport,CA,Roberval,YRJ
323,16466,Red Lake Airport,CA,Red Lake,YRL
324,16468,Ottawa / Rockcliffe Airport,CA,Ottawa,YRO
325,16470,Trois-Rivières Airport,CA,Trois-Rivières,YRQ
326,16471,Red Sucker Lake Airport,CA,Red Sucker Lake,YRS
327,16472,Rankin Inlet Airport,CA,Rankin Inlet,YRT
328,16473,Revelstoke Airport,CA,Revelstoke,YRV
329,16476,Sudbury Airport,CA,Sudbury,YSB
330,16477,Sherbrooke Airport,CA,Sherbrooke,YSC
331,16480,Stony Rapids Airport,CA,Stony Rapids,YSF
332,16482,Smiths Falls-Montague (Russ Beach) Airport,CA,Smiths Falls,YSH
333,16483,Saint John Airport,CA,Saint John,YSJ
334,16484,Sanikiluaq Airport,CA,Sanikiluaq,YSK
335,16485,St Leonard Airport,CA,St Leonard,YSL
336,16486,Fort Smith Airport,CA,Fort Smith,YSM
337,16487,Niagara District Airport,CA,St Catharines,YCM
338,16488,Marathon Airport,CA,Marathon,YSP
339,16491,St. Theresa Point Airport,CA,St. Theresa Point,YST
340,16492,Summerside Airport,CA,Summerside,YSU
341,16494,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,CA,Sachs Harbour,YSY
342,16496,Pembroke Airport,CA,Pembroke,YTA
343,16497,Cape Dorset Airport,CA,Cape Dorset,YTE
344,16498,Alma Airport,CA,Alma,YTF
345,16499,Thompson Airport,CA,Thompson,YTH
346,16500,Big Trout Lake Airport,CA,Big Trout Lake,YTL
347,16502,Tasiujaq Airport,CA,Tasiujaq,YTQ
348,16503,CFB Trenton,CA,Trenton,YTR
349,16504,Timmins/Victor M. Power,CA,Timmins,YTS
350,16505,Billy Bishop Toronto City Centre Airport,CA,Toronto,YTZ
351,16506,Tuktoyaktuk Airport,CA,Tuktoyaktuk,YUB
352,16507,Montreal / Pierre Elliott Trudeau International Airport,CA,Montréal,YUL
353,16508,Repulse Bay Airport,CA,Repulse Bay,YUT
354,16509,Hall Beach Airport,CA,Hall Beach,YUX
355,16510,Rouyn Noranda Airport,CA,Rouyn-Noranda,YUY
356,16511,Bonaventure Airport,CA,Bonaventure,YVB
357,16512,La Ronge Airport,CA,La Ronge,YVC
358,16515,Vernon Airport,CA,Vernon,YVE
359,16517,Qikiqtarjuaq Airport,CA,Qikiqtarjuaq,YVM
360,16518,Val-d'Or Airport,CA,Val-d'Or,YVO
361,16519,Kuujjuaq Airport,CA,Kuujjuaq,YVP
362,16520,Norman Wells Airport,CA,Norman Wells,YVQ
363,16521,Vancouver International Airport,CA,Vancouver,YVR
364,16523,Wiarton Airport,CA,Wiarton,YVV
365,16524,Deer Lake Airport,CA,Deer Lake,YVZ
366,16525,Petawawa Airport,CA,Petawawa,YWA
367,16526,Winnipeg / James Armstrong Richardson International Airport,CA,Winnipeg,YWG
368,16527,Victoria Harbour Seaplane Base,CA,Victoria,YWH
369,16528,Déline Airport,CA,Déline,YWJ
370,16529,Wabush Airport,CA,Wabush,YWK
371,16530,Williams Lake Airport,CA,Williams Lake,YWL
372,16532,Webequie Airport,CA,Webequie,YWP
373,16534,Wrigley Airport,CA,Wrigley,YWY
374,16535,Cranbrook/Canadian Rockies International Airport,CA,Cranbrook,YXC
375,16537,Saskatoon John G. Diefenbaker International Airport,CA,Saskatoon,YXE
376,16538,Medicine Hat Airport,CA,Medicine Hat,YXH
377,16540,Fort St John Airport,CA,Fort St.John,YXJ
378,16541,Rimouski Airport,CA,Rimouski,YXK
379,16542,Sioux Lookout Airport,CA,Sioux Lookout,YXL
380,16543,Whale Cove Airport,CA,Whale Cove,YXN
381,16544,Pangnirtung Airport,CA,Pangnirtung,YXP
382,16545,Beaver Creek Airport,CA,Beaver Creek,YXQ
383,16546,Earlton (Timiskaming Regional) Airport,CA,Earlton,YXR
384,16547,Prince George Airport,CA,Prince George,YXS
385,16548,Northwest Regional Airport Terrace-Kitimat,CA,Terrace,YXT
386,16549,London Airport,CA,London,YXU
387,16550,Abbotsford Airport,CA,Abbotsford,YXX
388,16551,Whitehorse / Erik Nielsen International Airport,CA,Whitehorse,YXY
389,16552,Wawa Airport,CA,Wawa,YXZ
390,16553,North Bay Jack Garland Airport,CA,North Bay,YYB
391,16554,Calgary International Airport,CA,Calgary,YYC
392,16555,Smithers Airport,CA,Smithers,YYD
393,16556,Fort Nelson Airport,CA,Fort Nelson,YYE
394,16557,Penticton Airport,CA,Penticton,YYF
395,16558,Charlottetown Airport,CA,Charlottetown,YYG
396,16559,Taloyoak Airport,CA,Taloyoak,YYH
397,16560,Victoria International Airport,CA,Victoria,YYJ
398,16561,Lynn Lake Airport,CA,Lynn Lake,YYL
399,16563,Swift Current Airport,CA,Swift Current,YYN
400,16565,Churchill Airport,CA,Churchill,YYQ
401,16566,Goose Bay Airport,CA,Goose Bay,YYR
402,16567,St. John's International Airport,CA,St. John's,YYT
403,16568,Kapuskasing Airport,CA,Kapuskasing,YYU
404,16569,Armstrong Airport,CA,Armstrong,YYW
405,16570,Mont Joli Airport,CA,Mont-Joli,YYY
406,16571,Lester B. Pearson International Airport,CA,Toronto,YYZ
407,16572,Downsview Airport,CA,Toronto,YZD
408,16573,Gore Bay Manitoulin Airport,CA,Gore Bay,YZE
409,16574,Yellowknife Airport,CA,Yellowknife,YZF
410,16575,Salluit Airport,CA,Salluit,YZG
411,16576,Slave Lake Airport,CA,Slave Lake,YZH
412,16577,Sandspit Airport,CA,Sandspit,YZP
413,16578,Chris Hadfield Airport,CA,Sarnia,YZR
414,16579,Coral Harbour Airport,CA,Coral Harbour,YZS
415,16580,Port Hardy Airport,CA,Port Hardy,YZT
416,16581,Whitecourt Airport,CA,Whitecourt,YZU
417,16582,Sept-Îles Airport,CA,Sept-Îles,YZV
418,16583,Teslin Airport,CA,Teslin,YZW
419,16584,CFB Greenwood,CA,Greenwood,YZX
420,16749,York Landing Airport,CA,York Landing,ZAC
421,16750,Shuswap Regional Airport,CA,Salmon Arm,YSN
422,16752,Boundary Bay Airport,CA,Vancouver,YDT
423,16753,Ilford Airport,CA,Ilford,ILF
424,16754,Bathurst Airport,CA,Bathurst,ZBF
425,16755,Bromont (Roland Desourdy) Airport,CA,Bromont,ZBM
426,16756,Kelsey Airport,CA,Kelsey,KES
427,16757,Eastmain River Airport,CA,Eastmain River,ZEM
428,16758,Faro Airport,CA,Faro,ZFA
429,16759,Fond-Du-Lac Airport,CA,Fond-Du-Lac,ZFD
430,16760,Pukatawagan Airport,CA,Pukatawagan,XPK
431,16761,Fort Mcpherson Airport,CA,Fort Mcpherson,ZFM
432,16762,Tulita Airport,CA,Tulita,ZFN
433,16763,Grand Forks Airport,CA,Grand Forks,ZGF
434,16764,Gods River Airport,CA,Gods River,ZGI
435,16765,Little Grand Rapids Airport,CA,Little Grand Rapids,ZGR
436,16768,Jenpeg Airport,CA,Jenpeg,ZJG
437,16769,Swan River Airport,CA,Swan River,ZJN
438,16771,Kashechewan Airport,CA,Kashechewan,ZKE
439,16772,Thicket Portage Airport,CA,Thicket Portage,YTD
440,16773,Muskrat Dam Airport,CA,Muskrat Dam,MSA
441,16775,Pikwitonei Airport,CA,Pikwitonei,PIW
442,16776,Masset Airport,CA,Masset,ZMT
443,16778,Poplar River Airport,CA,Poplar River,XPP
444,16781,Sachigo Lake Airport,CA,Sachigo Lake,ZPB
445,16782,Pincher Creek Airport,CA,Pincher Creek,WPC
446,16784,Round Lake (Weagamow Lake) Airport,CA,Round Lake,ZRJ
447,16785,Sandy Lake Airport,CA,Sandy Lake,ZSJ
448,16786,South Indian Lake Airport,CA,South Indian Lake,XSI
449,16787,Stewart Airport,CA,Stewart,ZST
451,16790,Shamattawa Airport,CA,Shamattawa,ZTM
452,16791,Ignace Municipal Airport,CA,Ignace,ZUC
453,16794,Lac Brochet Airport,CA,Lac Brochet,XLB
454,16795,Wollaston Lake Airport,CA,Wollaston Lake,ZWL
457,16842,Soummam Airport,DZ,Béjaïa,BJA
458,16844,Houari Boumediene Airport,DZ,Algiers,ALG
459,16845,Djanet Inedbirene Airport,DZ,Djanet,DJG
460,16849,Illizi Takhamalt Airport,DZ,Illizi,VVZ
461,16851,Ain Arnat Airport,DZ,Sétif,QSF
462,16852,Aguenar – Hadj Bey Akhamok Airport,DZ,Tamanrasset,TMR
463,16853,Jijel Ferhat Abbas Airport,DZ,Jijel,GJL
464,16856,Mecheria Airport,DZ,Mecheria,MZW
465,16858,Rabah Bitat Airport,DZ,Annaba,AAE
